B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,Actual,RATIO_B2_B3,ND_B2_B3,RATIO_B2_B4,ND_B2_B4,RATIO_B2_B5,ND_B2_B5,RATIO_B2_B6,ND_B2_B6,RATIO_B2_B7,ND_B2_B7,RATIO_B2_B8,ND_B2_B8,RATIO_B2_B8A,ND_B2_B8A,RATIO_B2_B11,ND_B2_B11,RATIO_B2_B12,ND_B2_B12,RATIO_B3_B2,ND_B3_B2,RATIO_B3_B4,ND_B3_B4,RATIO_B3_B5,ND_B3_B5,RATIO_B3_B6,ND_B3_B6,RATIO_B3_B7,ND_B3_B7,RATIO_B3_B8,ND_B3_B8,RATIO_B3_B8A,ND_B3_B8A,RATIO_B3_B11,ND_B3_B11,RATIO_B3_B12,ND_B3_B12,RATIO_B4_B2,ND_B4_B2,RATIO_B4_B3,ND_B4_B3,RATIO_B4_B5,ND_B4_B5,RATIO_B4_B6,ND_B4_B6,RATIO_B4_B7,ND_B4_B7,RATIO_B4_B8,ND_B4_B8,RATIO_B4_B8A,ND_B4_B8A,RATIO_B4_B11,ND_B4_B11,RATIO_B4_B12,ND_B4_B12,RATIO_B5_B2,ND_B5_B2,RATIO_B5_B3,ND_B5_B3,RATIO_B5_B4,ND_B5_B4,RATIO_B5_B6,ND_B5_B6,RATIO_B5_B7,ND_B5_B7,RATIO_B5_B8,ND_B5_B8,RATIO_B5_B8A,ND_B5_B8A,RATIO_B5_B11,ND_B5_B11,RATIO_B5_B12,ND_B5_B12,RATIO_B6_B2,ND_B6_B2,RATIO_B6_B3,ND_B6_B3,RATIO_B6_B4,ND_B6_B4,RATIO_B6_B5,ND_B6_B5,RATIO_B6_B7,ND_B6_B7,RATIO_B6_B8,ND_B6_B8,RATIO_B6_B8A,ND_B6_B8A,RATIO_B6_B11,ND_B6_B11,RATIO_B6_B12,ND_B6_B12,RATIO_B7_B2,ND_B7_B2,RATIO_B7_B3,ND_B7_B3,RATIO_B7_B4,ND_B7_B4,RATIO_B7_B5,ND_B7_B5,RATIO_B7_B6,ND_B7_B6,RATIO_B7_B8,ND_B7_B8,RATIO_B7_B8A,ND_B7_B8A,RATIO_B7_B11,ND_B7_B11,RATIO_B7_B12,ND_B7_B12,RATIO_B8_B2,ND_B8_B2,RATIO_B8_B3,ND_B8_B3,RATIO_B8_B4,ND_B8_B4,RATIO_B8_B5,ND_B8_B5,RATIO_B8_B6,ND_B8_B6,RATIO_B8_B7,ND_B8_B7,RATIO_B8_B8A,ND_B8_B8A,RATIO_B8_B11,ND_B8_B11,RATIO_B8_B12,ND_B8_B12,RATIO_B8A_B2,ND_B8A_B2,RATIO_B8A_B3,ND_B8A_B3,RATIO_B8A_B4,ND_B8A_B4,RATIO_B8A_B5,ND_B8A_B5,RATIO_B8A_B6,ND_B8A_B6,RATIO_B8A_B7,ND_B8A_B7,RATIO_B8A_B8,ND_B8A_B8,RATIO_B8A_B11,ND_B8A_B11,RATIO_B8A_B12,ND_B8A_B12,RATIO_B11_B2,ND_B11_B2,RATIO_B11_B3,ND_B11_B3,RATIO_B11_B4,ND_B11_B4,RATIO_B11_B5,ND_B11_B5,RATIO_B11_B6,ND_B11_B6,RATIO_B11_B7,ND_B11_B7,RATIO_B11_B8,ND_B11_B8,RATIO_B11_B8A,ND_B11_B8A,RATIO_B11_B12,ND_B11_B12,RATIO_B12_B2,ND_B12_B2,RATIO_B12_B3,ND_B12_B3,RATIO_B12_B4,ND_B12_B4,RATIO_B12_B5,ND_B12_B5,RATIO_B12_B6,ND_B12_B6,RATIO_B12_B7,ND_B12_B7,RATIO_B12_B8,ND_B12_B8,RATIO_B12_B8A,ND_B12_B8A,RATIO_B12_B11,ND_B12_B11
5665,4797,5935,5755,5748,6142,5974,5841,6023,5704,4.59,1.03127715,0.015397776,1.032533055,0.016006163,0.966297623,-0.017140018,0.993471711,-0.003274834,1.016093135,0.007982337,0.985389341,-0.00735909,1.040497896,0.019847066,1.047661077,0.023275862,1.237231603,0.106038017,0.969671441,-0.015397776,1.001217815,0.000608537,0.936991208,-0.032529209,0.963341145,-0.018671669,0.985276494,-0.00741635,0.955503902,-0.022754288,1.008941094,0.00445065,1.015887026,0.007880911,1.199708151,0.090788476,0.968491997,-0.016006163,0.998783666,-0.000608537,0.935851514,-0.03313709,0.962169401,-0.019279986,0.984078069,-0.008024851,0.95434169,-0.023362501,1.007713885,0.003842124,1.014651368,0.007272409,1.198248906,0.090184922,1.034877843,0.017140018,1.067245873,0.032529209,1.068545581,0.03313709,1.028121861,0.013865962,1.051532272,0.025118918,1.019757596,0.009782162,1.076788219,0.036974506,1.084201236,0.040399763,1.280383573,0.122954566,1.006571188,0.003274834,1.038053866,0.018671669,1.039318024,0.019279986,0.972647346,-0.013865962,1.022770074,0.011256877,0.991864519,-0.004084354,1.047335203,0.023120397,1.054545455,0.026548673,1.245361684,0.109274905,0.984161752,-0.007982337,1.014943527,0.00741635,1.016179541,0.008024851,0.950993162,-0.025118918,0.97773686,-0.011256877,0.9697825,-0.015340526,1.024018233,0.011866609,1.031067961,0.015296367,1.217636023,0.098138748,1.014827296,0.00735909,1.046568202,0.022754288,1.047842728,0.023362501,0.980625204,-0.009782162,1.00820221,0.004084354,1.031159048,0.015340526,1.055925666,0.027202183,1.063195057,0.030629706,1.255576402,0.113308688,0.961078349,-0.019847066,0.991138141,-0.00445065,0.992345164,-0.003842124,0.928687724,-0.036974506,0.954804151,-0.023120397,0.976545112,-0.011866609,0.947036361,-0.027202183,1.006884378,0.003430381,1.189076506,0.086372726,0.954507161,-0.023275862,0.984361425,-0.007880911,0.985560195,-0.007272409,0.922338001,-0.040399763,0.948275862,-0.026548673,0.969868173,-0.015296367,0.940561182,-0.030629706,0.993162693,-0.003430381,1.180946425,0.082966928,0.808256108,-0.106038017,0.833536056,-0.090788476,0.834551148,-0.090184922,0.781015956,-0.122954566,0.802979578,-0.109274905,0.821263482,-0.098138748,0.796446953,-0.113308688,0.84098878,-0.086372726,0.846778464,-0.082966928
376,308,568,686,509,460,415,367,398,367,2.37,0.827988338,-0.094098884,1.115913556,0.054781801,1.234782609,0.105058366,1.368674699,0.155645982,1.547683924,0.214973262,1.427135678,0.175983437,1.547683924,0.214973262,1.510638298,0.203389831,1.844155844,0.296803653,1.207746479,0.094098884,1.347740668,0.148117155,1.491304348,0.197207679,1.653012048,0.246139873,1.869209809,0.30294397,1.72361809,0.265682657,1.869209809,0.30294397,1.824468085,0.291902072,2.227272727,0.38028169,0.896126761,-0.054781801,0.741982507,-0.148117155,1.106521739,0.050567595,1.226506024,0.101731602,1.386920981,0.162100457,1.278894472,0.122381477,1.386920981,0.162100457,1.353723404,0.150282486,1.652597403,0.246022032,0.809859155,-0.105058366,0.670553936,-0.197207679,0.903732809,-0.050567595,1.108433735,0.051428571,1.253405995,0.112454655,1.155778894,0.072261072,1.253405995,0.112454655,1.223404255,0.100478469,1.493506494,0.197916667,0.730633803,-0.155645982,0.604956268,-0.246139873,0.815324165,-0.101731602,0.902173913,-0.051428571,1.130790191,0.061381074,1.042713568,0.020910209,1.130790191,0.061381074,1.103723404,0.049304678,1.347402597,0.147994467,0.646126761,-0.214973262,0.534985423,-0.30294397,0.721021611,-0.162100457,0.797826087,-0.112454655,0.884337349,-0.061381074,0.922110553,-0.040522876,1,0,0.97606383,-0.012113055,1.191558442,0.087407407,0.700704225,-0.175983437,0.580174927,-0.265682657,0.781925344,-0.122381477,0.865217391,-0.072261072,0.959036145,-0.020910209,1.084468665,0.040522876,1.084468665,0.040522876,1.058510638,0.028423773,1.292207792,0.127478754,0.646126761,-0.214973262,0.534985423,-0.30294397,0.721021611,-0.162100457,0.797826087,-0.112454655,0.884337349,-0.061381074,1,0,0.922110553,-0.040522876,0.97606383,-0.012113055,1.191558442,0.087407407,0.661971831,-0.203389831,0.548104956,-0.291902072,0.73870334,-0.150282486,0.817391304,-0.100478469,0.906024096,-0.049304678,1.024523161,0.012113055,0.944723618,-0.028423773,1.024523161,0.012113055,1.220779221,0.099415205,0.542253521,-0.296803653,0.448979592,-0.38028169,0.605108055,-0.246022032,0.669565217,-0.197916667,0.742168675,-0.147994467,0.839237057,-0.087407407,0.773869347,-0.127478754,0.839237057,-0.087407407,0.819148936,-0.099415205
571,480,957,1148,829,775,627,601,630,585,10.45,0.833623693,-0.090736342,1.154402895,0.071668533,1.23483871,0.105080831,1.526315789,0.208333333,1.59234609,0.228498074,1.519047619,0.206049149,1.635897436,0.241245136,1.676007005,0.252617801,1.99375,0.331941545,1.199582027,0.090736342,1.384800965,0.161355589,1.481290323,0.193967759,1.830940989,0.293521127,1.91014975,0.312750143,1.822222222,0.291338583,1.962393162,0.324870167,2.010507881,0.335660268,2.391666667,0.41031941,0.866248694,-0.071668533,0.722125436,-0.161355589,1.069677419,0.033665835,1.322169059,0.138736264,1.37936772,0.159440559,1.315873016,0.136394791,1.417094017,0.172560113,1.451838879,0.184285714,1.727083333,0.266615737,0.809822362,-0.105080831,0.675087108,-0.193967759,0.934861279,-0.033665835,1.236044657,0.105563481,1.289517471,0.126453488,1.23015873,0.103202847,1.324786325,0.139705882,1.357267951,0.151560178,1.614583333,0.235059761,0.655172414,-0.208333333,0.546167247,-0.293521127,0.756332931,-0.138736264,0.809032258,-0.105563481,1.043261231,0.021172638,0.995238095,-0.002386635,1.071794872,0.034653465,1.098073555,0.046744574,1.30625,0.132791328,0.62800418,-0.228498074,0.523519164,-0.312750143,0.724969843,-0.159440559,0.775483871,-0.126453488,0.958532695,-0.021172638,0.953968254,-0.023558083,1.027350427,0.013490725,1.052539405,0.02559727,1.252083333,0.111933395,0.65830721,-0.206049149,0.548780488,-0.291338583,0.759951749,-0.136394791,0.812903226,-0.103202847,1.004784689,0.002386635,1.048252912,0.023558083,1.076923077,0.037037037,1.103327496,0.049125729,1.3125,0.135135135,0.611285266,-0.241245136,0.509581882,-0.324870167,0.705669481,-0.172560113,0.75483871,-0.139705882,0.933014354,-0.034653465,0.973377704,-0.013490725,0.928571429,-0.037037037,1.024518389,0.012110727,1.21875,0.098591549,0.596656217,-0.252617801,0.49738676,-0.335660268,0.688781665,-0.184285714,0.736774194,-0.151560178,0.910685805,-0.046744574,0.950083195,-0.02559727,0.906349206,-0.049125729,0.976068376,-0.012110727,1.189583333,0.086584206,0.501567398,-0.331941545,0.418118467,-0.41031941,0.579010856,-0.266615737,0.619354839,-0.235059761,0.765550239,-0.132791328,0.798668885,-0.111933395,0.761904762,-0.135135135,0.820512821,-0.098591549,0.840630473,-0.086584206
478,425,861,957,673,634,510,532,529,508,14.37,0.89968652,-0.052805281,1.279346211,0.122555411,1.358044164,0.151839465,1.688235294,0.256017505,1.618421053,0.236180905,1.627599244,0.238848921,1.69488189,0.257852447,1.80125523,0.286034354,2.025882353,0.33903577,1.111498258,0.052805281,1.421991085,0.174233129,1.509463722,0.20301697,1.876470588,0.304703476,1.79887218,0.285426461,1.809073724,0.288021534,1.883858268,0.306484642,2.00209205,0.333797909,2.251764706,0.384949349,0.781649245,-0.122555411,0.703239289,-0.174233129,1.061514196,0.029839327,1.319607843,0.137785292,1.265037594,0.117012448,1.27221172,0.119800333,1.32480315,0.139712108,1.407949791,0.169417897,1.583529412,0.225865209,0.736353078,-0.151839465,0.662486938,-0.20301697,0.94205052,-0.029839327,1.243137255,0.108391608,1.191729323,0.087478559,1.198487713,0.090283749,1.248031496,0.11033275,1.326359833,0.14028777,1.491764706,0.197355996,0.592334495,-0.256017505,0.532915361,-0.304703476,0.757800892,-0.137785292,0.804416404,-0.108391608,0.958646617,-0.021113244,0.964083176,-0.018286814,1.003937008,0.001964637,1.066945607,0.032388664,1.2,0.090909091,0.617886179,-0.236180905,0.555903866,-0.285426461,0.790490342,-0.117012448,0.839116719,-0.087478559,1.043137255,0.021113244,1.005671078,0.002827521,1.047244094,0.023076923,1.112970711,0.053465347,1.251764706,0.111807732,0.614401858,-0.238848921,0.55276907,-0.288021534,0.786032689,-0.119800333,0.834384858,-0.090283749,1.037254902,0.018286814,0.994360902,-0.002827521,1.041338583,0.020250723,1.106694561,0.050645482,1.244705882,0.109014675,0.590011614,-0.257852447,0.530825496,-0.306484642,0.754829123,-0.139712108,0.80126183,-0.11033275,0.996078431,-0.001964637,0.954887218,-0.023076923,0.960302457,-0.020250723,1.062761506,0.030425963,1.195294118,0.088960343,0.555168409,-0.286034354,0.499477534,-0.333797909,0.7102526,-0.169417897,0.753943218,-0.14028777,0.937254902,-0.032388664,0.898496241,-0.053465347,0.903591682,-0.050645482,0.940944882,-0.030425963,1.124705882,0.058693245,0.493612079,-0.33903577,0.444096134,-0.384949349,0.631500743,-0.225865209,0.670347003,-0.197355996,0.833333333,-0.090909091,0.79887218,-0.111807732,0.803402647,-0.109014675,0.836614173,-0.088960343,0.889121339,-0.058693245
744,672,1057,1203,946,923,811,799,779,784,3.14,0.878636741,-0.06460177,1.117336152,0.055416875,1.145178765,0.067676768,1.303329223,0.131691649,1.32290363,0.139008621,1.356867779,0.151416122,1.348214286,0.148288973,1.420698925,0.173792338,1.572916667,0.222672065,1.138126774,0.06460177,1.27167019,0.119590507,1.303358613,0.131702728,1.483353884,0.194637537,1.50563204,0.201798202,1.544287548,0.213925328,1.534438776,0.210870659,1.616935484,0.235747304,1.790178571,0.2832,0.894985809,-0.055416875,0.786367415,-0.119590507,1.024918743,0.012306046,1.166461159,0.076835515,1.183979975,0.084240688,1.214377407,0.096811594,1.206632653,0.093641618,1.271505376,0.119526627,1.407738095,0.16934487,0.873226112,-0.067676768,0.767248545,-0.131702728,0.975687104,-0.012306046,1.13810111,0.064590542,1.155193992,0.072009292,1.184852375,0.084606345,1.177295918,0.081429408,1.240591398,0.107378524,1.373511905,0.157366771,0.767265847,-0.131691649,0.674147963,-0.194637537,0.857293869,-0.076835515,0.878656555,-0.064590542,1.015018773,0.007453416,1.041078306,0.020125786,1.034438776,0.0169279,1.090053763,0.043086817,1.206845238,0.093728928,0.755912961,-0.139008621,0.664172901,-0.201798202,0.844608879,-0.084240688,0.865655471,-0.072009292,0.985203453,-0.007453416,1.025673941,0.012674271,1.019132653,0.009475679,1.073924731,0.035644848,1.188988095,0.086335826,0.736991485,-0.151416122,0.647547797,-0.213925328,0.82346723,-0.096811594,0.843986999,-0.084606345,0.96054254,-0.020125786,0.974968711,-0.012674271,0.993622449,-0.003198976,1.047043011,0.022980959,1.15922619,0.073742247,0.741721854,-0.148288973,0.651704073,-0.210870659,0.828752643,-0.093641618,0.849404117,-0.081429408,0.966707768,-0.0169279,0.981226533,-0.009475679,1.006418485,0.003198976,1.053763441,0.02617801,1.166666667,0.076923077,0.703878903,-0.173792338,0.618453865,-0.235747304,0.786469345,-0.119526627,0.806067172,-0.107378524,0.917385943,-0.043086817,0.931163955,-0.035644848,0.955070603,-0.022980959,0.948979592,-0.02617801,1.107142857,0.050847458,0.635761589,-0.222672065,0.558603491,-0.2832,0.710359408,-0.16934487,0.728060672,-0.157366771,0.828606658,-0.093728928,0.841051314,-0.086335826,0.862644416,-0.073742247,0.857142857,-0.076923077,0.903225806,-0.050847458
898,787,1072,1222,1014,1016,961,948,883,941,1.83,0.877250409,-0.065387969,1.057199211,0.02780441,1.05511811,0.026819923,1.115504683,0.054599115,1.130801688,0.061386139,1.214043035,0.096675192,1.139213603,0.065077,1.19376392,0.088324873,1.362134689,0.15330823,1.139925373,0.065387969,1.205128205,0.093023256,1.202755906,0.09204647,1.271592092,0.119560238,1.289029536,0.126267281,1.38391846,0.161045131,1.298618491,0.129912159,1.360801782,0.152830189,1.552731893,0.216525635,0.945895522,-0.02780441,0.829787234,-0.093023256,0.998031496,-0.000985222,1.055150884,0.026835443,1.069620253,0.033639144,1.148357871,0.069056405,1.077577046,0.037340153,1.129175947,0.060669456,1.288437103,0.126041088,0.947761194,-0.026819923,0.831423895,-0.09204647,1.001972387,0.000985222,1.05723205,0.027819929,1.071729958,0.034623218,1.150622877,0.070036862,1.079702444,0.038323965,1.131403118,0.061650993,1.290978399,0.127010538,0.896455224,-0.054599115,0.786415712,-0.119560238,0.947731755,-0.026835443,0.945866142,-0.027819929,1.01371308,0.006809848,1.088335221,0.042299349,1.021253985,0.010515247,1.070155902,0.033889188,1.221092757,0.099542334,0.884328358,-0.061386139,0.775777414,-0.126267281,0.934911243,-0.033639144,0.933070866,-0.034623218,0.986472425,-0.006809848,1.073612684,0.035499727,1.007438895,0.003705664,1.055679287,0.02708559,1.204574333,0.092795389,0.82369403,-0.096675192,0.722585925,-0.161045131,0.870808679,-0.069056405,0.869094488,-0.070036862,0.918834547,-0.042299349,0.931434599,-0.035499727,0.938363443,-0.031798246,0.983296214,-0.008422235,1.121982211,0.05748503,0.877798507,-0.065077,0.7700491,-0.129912159,0.92800789,-0.037340153,0.926181102,-0.038323965,0.979188345,-0.010515247,0.992616034,-0.003705664,1.065685164,0.031798246,1.047884187,0.023382273,1.195679797,0.08912037,0.837686567,-0.088324873,0.734860884,-0.152830189,0.885601578,-0.060669456,0.883858268,-0.061650993,0.934443288,-0.033889188,0.947257384,-0.02708559,1.016987542,0.008422235,0.954303932,-0.023382273,1.141041931,0.065875371,0.734141791,-0.15330823,0.644026187,-0.216525635,0.776134122,-0.126041088,0.774606299,-0.127010538,0.818938606,-0.099542334,0.830168776,-0.092795389,0.891279728,-0.05748503,0.836344315,-0.08912037,0.876391982,-0.065875371
958,890,1198,1306,1076,1088,956,999,891,937,5.33,0.917304747,-0.04313099,1.1133829,0.053649956,1.101102941,0.048118985,1.253138075,0.112349118,1.199199199,0.090578061,1.344556678,0.146960268,1.278548559,0.122248244,1.250521921,0.111317254,1.346067416,0.147509579,1.09015025,0.04313099,1.213754647,0.096557515,1.200367647,0.091060986,1.366108787,0.154730327,1.307307307,0.13318872,1.465768799,0.188893946,1.393810032,0.164511815,1.363256785,0.153710247,1.46741573,0.189435337,0.898163606,-0.053649956,0.82388974,-0.096557515,0.988970588,-0.005545287,1.125523013,0.059055118,1.077077077,0.037108434,1.207631874,0.094051856,1.148345784,0.069051167,1.123173278,0.058013766,1.208988764,0.094608342,0.908180301,-0.048118985,0.833078101,-0.091060986,1.011152416,0.005545287,1.138075314,0.064579256,1.089089089,0.042644945,1.221099888,0.099545225,1.161152615,0.074567901,1.135699374,0.063538612,1.22247191,0.100101112,0.797996661,-0.112349118,0.732006126,-0.154730327,0.888475836,-0.059055118,0.878676471,-0.064579256,0.956956957,-0.021994885,1.07295174,0.035192204,1.020277481,0.010036978,0.997912317,-0.001044932,1.074157303,0.035752979,0.833889816,-0.090578061,0.764931087,-0.13318872,0.928438662,-0.037108434,0.918198529,-0.042644945,1.044979079,0.021994885,1.121212121,0.057142857,1.066168623,0.032024793,1.042797495,0.020950434,1.12247191,0.057702488,0.743739566,-0.146960268,0.682235835,-0.188893946,0.828066914,-0.094051856,0.818933824,-0.099545225,0.932008368,-0.035192204,0.891891892,-0.057142857,0.95090715,-0.025164114,0.93006263,-0.036235803,1.001123596,0.000561482,0.782136895,-0.122248244,0.717457887,-0.164511815,0.870817844,-0.069051167,0.861213235,-0.074567901,0.980125523,-0.010036978,0.937937938,-0.032024793,1.051627385,0.025164114,0.978079332,-0.011081794,1.052808989,0.025725233,0.79966611,-0.111317254,0.733537519,-0.153710247,0.890334572,-0.058013766,0.880514706,-0.063538612,1.00209205,0.001044932,0.958958959,-0.020950434,1.075196409,0.036235803,1.022411953,0.011081794,1.076404494,0.036796537,0.742904841,-0.147509579,0.681470138,-0.189435337,0.827137546,-0.094608342,0.818014706,-0.100101112,0.930962343,-0.035752979,0.890890891,-0.057702488,0.998877666,-0.000561482,0.949839915,-0.025725233,0.929018789,-0.036796537
968,846,1065,1206,1065,1063,1005,981,935,990,1.46,0.883084577,-0.062087186,1,0,1.001881468,0.00093985,1.059701493,0.028985507,1.085626911,0.041055718,1.139037433,0.065,1.075757576,0.03649635,1.100206612,0.04771274,1.258865248,0.114599686,1.132394366,0.062087186,1.132394366,0.062087186,1.134524929,0.063023358,1.2,0.090909091,1.229357798,0.102880658,1.289839572,0.126576366,1.218181818,0.098360656,1.245867769,0.109475621,1.425531915,0.175438596,1,0,0.883084577,-0.062087186,1.001881468,0.00093985,1.059701493,0.028985507,1.085626911,0.041055718,1.139037433,0.065,1.075757576,0.03649635,1.100206612,0.04771274,1.258865248,0.114599686,0.998122066,-0.00093985,0.881426202,-0.063023358,0.998122066,-0.00093985,1.057711443,0.028046422,1.083588175,0.040117417,1.136898396,0.064064064,1.073737374,0.03555772,1.098140496,0.046774988,1.256501182,0.11367208,0.943661972,-0.028985507,0.833333333,-0.090909091,0.943661972,-0.028985507,0.945437441,-0.028046422,1.024464832,0.012084592,1.07486631,0.036082474,1.015151515,0.007518797,1.03822314,0.018753168,1.187943262,0.085899514,0.921126761,-0.041055718,0.813432836,-0.102880658,0.921126761,-0.041055718,0.922859831,-0.040117417,0.976119403,-0.012084592,1.049197861,0.024008351,0.990909091,-0.00456621,1.013429752,0.006670087,1.159574468,0.073891626,0.877934272,-0.065,0.775290216,-0.126576366,0.877934272,-0.065,0.879586077,-0.064064064,0.930348259,-0.036082474,0.953109072,-0.024008351,0.944444444,-0.028571429,0.965909091,-0.01734104,1.105200946,0.049971926,0.929577465,-0.03649635,0.820895522,-0.098360656,0.929577465,-0.03649635,0.931326435,-0.03555772,0.985074627,-0.007518797,1.009174312,0.00456621,1.058823529,0.028571429,1.022727273,0.011235955,1.170212766,0.078431373,0.908920188,-0.04771274,0.8026534,-0.109475621,0.908920188,-0.04771274,0.910630292,-0.046774988,0.96318408,-0.018753168,0.986748216,-0.006670087,1.035294118,0.01734104,0.977777778,-0.011235955,1.144208038,0.067254686,0.794366197,-0.114599686,0.701492537,-0.175438596,0.794366197,-0.114599686,0.795860771,-0.11367208,0.841791045,-0.085899514,0.862385321,-0.073891626,0.904812834,-0.049971926,0.854545455,-0.078431373,0.873966942,-0.067254686
781,716,1084,1141,962,986,819,886,752,802,1.93,0.950043821,-0.025617978,1.126819127,0.059628543,1.099391481,0.047342995,1.323565324,0.13925381,1.223476298,0.100507614,1.441489362,0.180827887,1.351620948,0.1495228,1.387964149,0.162466488,1.51396648,0.204444444,1.052583026,0.025617978,1.186070686,0.0851165,1.157200811,0.072872591,1.393162393,0.164285714,1.287810384,0.125801677,1.517287234,0.205493925,1.422693267,0.174472465,1.460947503,0.187304891,1.593575419,0.228863759,0.887453875,-0.059628543,0.84312007,-0.0851165,0.975659229,-0.012320329,1.174603175,0.080291971,1.085778781,0.041125541,1.279255319,0.12252042,1.199501247,0.090702948,1.231754161,0.103843947,1.343575419,0.146603099,0.909594096,-0.047342995,0.864154251,-0.072872591,1.024948025,0.012320329,1.203907204,0.092520776,1.112866817,0.053418803,1.311170213,0.134637514,1.229426434,0.102908277,1.262483995,0.116015846,1.377094972,0.158636898,0.755535055,-0.13925381,0.717791411,-0.164285714,0.851351351,-0.080291971,0.830628803,-0.092520776,0.924379233,-0.039296188,1.089095745,0.042647995,1.021197007,0.010487353,1.04865557,0.02375,1.143854749,0.067100977,0.817343173,-0.100507614,0.776511832,-0.125801677,0.920997921,-0.041125541,0.898580122,-0.053418803,1.081807082,0.039296188,1.178191489,0.081807082,1.104738155,0.049763033,1.134443022,0.062987403,1.237430168,0.106117353,0.693726937,-0.180827887,0.65907099,-0.205493925,0.781704782,-0.12252042,0.762677485,-0.134637514,0.918192918,-0.042647995,0.848758465,-0.081807082,0.93765586,-0.032175032,0.962868118,-0.018917156,1.05027933,0.024523161,0.739852399,-0.1495228,0.7028922,-0.174472465,0.833679834,-0.090702948,0.813387424,-0.102908277,0.979242979,-0.010487353,0.905191874,-0.049763033,1.066489362,0.032175032,1.026888604,0.013265951,1.120111732,0.056653491,0.720479705,-0.162466488,0.684487292,-0.187304891,0.811850312,-0.103843947,0.792089249,-0.116015846,0.953601954,-0.02375,0.881489842,-0.062987403,1.03856383,0.018917156,0.973815461,-0.013265951,1.090782123,0.043420174,0.660516605,-0.204444444,0.62751972,-0.228863759,0.744282744,-0.146603099,0.726166329,-0.158636898,0.874236874,-0.067100977,0.808126411,-0.106117353,0.95212766,-0.024523161,0.89276808,-0.056653491,0.916773367,-0.043420174
787,687,837,916,906,889,813,794,769,790,1.69,0.913755459,-0.045065602,0.92384106,-0.039586919,0.941507312,-0.030127462,1.029520295,0.014545455,1.054156171,0.026364194,1.088426528,0.04234122,1.059493671,0.028887523,1.063532402,0.030788177,1.218340611,0.098425197,1.094384707,0.045065602,1.011037528,0.005488474,1.030371204,0.014958449,1.126691267,0.059572007,1.153652393,0.071345029,1.191157347,0.087240356,1.159493671,0.073856975,1.163913596,0.075748679,1.333333333,0.142857143,1.082437276,0.039586919,0.989082969,-0.005488474,1.01912261,0.009470752,1.114391144,0.054101222,1.141057935,0.065882353,1.178153446,0.081791045,1.146835443,0.068396226,1.151207116,0.070289427,1.318777293,0.13747646,1.062126643,0.030127462,0.970524017,-0.014958449,0.981236203,-0.009470752,1.093480935,0.044653349,1.119647355,0.056446821,1.156046814,0.072376357,1.125316456,0.058963669,1.129606099,0.060859189,1.294032023,0.128172589,0.971326165,-0.014545455,0.887554585,-0.059572007,0.897350993,-0.054101222,0.914510686,-0.044653349,1.023929471,0.011823273,1.057217165,0.027812895,1.029113924,0.014348097,1.033036849,0.01625,1.183406114,0.084,0.948626045,-0.026364194,0.866812227,-0.071345029,0.876379691,-0.065882353,0.893138358,-0.056446821,0.976629766,-0.011823273,1.032509753,0.015994882,1.005063291,0.002525253,1.008894536,0.004427577,1.155749636,0.072248481,0.918757467,-0.04234122,0.839519651,-0.087240356,0.848785872,-0.081791045,0.865016873,-0.072376357,0.945879459,-0.027812895,0.968513854,-0.015994882,0.973417722,-0.013470173,0.977128335,-0.011568123,1.119359534,0.056318681,0.943847073,-0.028887523,0.862445415,-0.073856975,0.87196468,-0.068396226,0.88863892,-0.058963669,0.971709717,-0.014348097,0.994962217,-0.002525253,1.027308192,0.013470173,1.003811944,0.001902346,1.14992722,0.069735951,0.940262843,-0.030788177,0.859170306,-0.075748679,0.868653422,-0.070289427,0.885264342,-0.060859189,0.96801968,-0.01625,0.991183879,-0.004427577,1.023407022,0.011568123,0.996202532,-0.001902346,1.145560408,0.067842605,0.82078853,-0.098425197,0.75,-0.142857143,0.758278146,-0.13747646,0.772778403,-0.128172589,0.84501845,-0.084,0.865239295,-0.072248481,0.89336801,-0.056318681,0.869620253,-0.069735951,0.872935197,-0.067842605
