B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,Actual,RATIO_B2_B3,ND_B2_B3,RATIO_B2_B4,ND_B2_B4,RATIO_B2_B5,ND_B2_B5,RATIO_B2_B6,ND_B2_B6,RATIO_B2_B7,ND_B2_B7,RATIO_B2_B8,ND_B2_B8,RATIO_B2_B8A,ND_B2_B8A,RATIO_B2_B11,ND_B2_B11,RATIO_B2_B12,ND_B2_B12,RATIO_B3_B2,ND_B3_B2,RATIO_B3_B4,ND_B3_B4,RATIO_B3_B5,ND_B3_B5,RATIO_B3_B6,ND_B3_B6,RATIO_B3_B7,ND_B3_B7,RATIO_B3_B8,ND_B3_B8,RATIO_B3_B8A,ND_B3_B8A,RATIO_B3_B11,ND_B3_B11,RATIO_B3_B12,ND_B3_B12,RATIO_B4_B2,ND_B4_B2,RATIO_B4_B3,ND_B4_B3,RATIO_B4_B5,ND_B4_B5,RATIO_B4_B6,ND_B4_B6,RATIO_B4_B7,ND_B4_B7,RATIO_B4_B8,ND_B4_B8,RATIO_B4_B8A,ND_B4_B8A,RATIO_B4_B11,ND_B4_B11,RATIO_B4_B12,ND_B4_B12,RATIO_B5_B2,ND_B5_B2,RATIO_B5_B3,ND_B5_B3,RATIO_B5_B4,ND_B5_B4,RATIO_B5_B6,ND_B5_B6,RATIO_B5_B7,ND_B5_B7,RATIO_B5_B8,ND_B5_B8,RATIO_B5_B8A,ND_B5_B8A,RATIO_B5_B11,ND_B5_B11,RATIO_B5_B12,ND_B5_B12,RATIO_B6_B2,ND_B6_B2,RATIO_B6_B3,ND_B6_B3,RATIO_B6_B4,ND_B6_B4,RATIO_B6_B5,ND_B6_B5,RATIO_B6_B7,ND_B6_B7,RATIO_B6_B8,ND_B6_B8,RATIO_B6_B8A,ND_B6_B8A,RATIO_B6_B11,ND_B6_B11,RATIO_B6_B12,ND_B6_B12,RATIO_B7_B2,ND_B7_B2,RATIO_B7_B3,ND_B7_B3,RATIO_B7_B4,ND_B7_B4,RATIO_B7_B5,ND_B7_B5,RATIO_B7_B6,ND_B7_B6,RATIO_B7_B8,ND_B7_B8,RATIO_B7_B8A,ND_B7_B8A,RATIO_B7_B11,ND_B7_B11,RATIO_B7_B12,ND_B7_B12,RATIO_B8_B2,ND_B8_B2,RATIO_B8_B3,ND_B8_B3,RATIO_B8_B4,ND_B8_B4,RATIO_B8_B5,ND_B8_B5,RATIO_B8_B6,ND_B8_B6,RATIO_B8_B7,ND_B8_B7,RATIO_B8_B8A,ND_B8_B8A,RATIO_B8_B11,ND_B8_B11,RATIO_B8_B12,ND_B8_B12,RATIO_B8A_B2,ND_B8A_B2,RATIO_B8A_B3,ND_B8A_B3,RATIO_B8A_B4,ND_B8A_B4,RATIO_B8A_B5,ND_B8A_B5,RATIO_B8A_B6,ND_B8A_B6,RATIO_B8A_B7,ND_B8A_B7,RATIO_B8A_B8,ND_B8A_B8,RATIO_B8A_B11,ND_B8A_B11,RATIO_B8A_B12,ND_B8A_B12,RATIO_B11_B2,ND_B11_B2,RATIO_B11_B3,ND_B11_B3,RATIO_B11_B4,ND_B11_B4,RATIO_B11_B5,ND_B11_B5,RATIO_B11_B6,ND_B11_B6,RATIO_B11_B7,ND_B11_B7,RATIO_B11_B8,ND_B11_B8,RATIO_B11_B8A,ND_B11_B8A,RATIO_B11_B12,ND_B11_B12,RATIO_B12_B2,ND_B12_B2,RATIO_B12_B3,ND_B12_B3,RATIO_B12_B4,ND_B12_B4,RATIO_B12_B5,ND_B12_B5,RATIO_B12_B6,ND_B12_B6,RATIO_B12_B7,ND_B12_B7,RATIO_B12_B8,ND_B12_B8,RATIO_B12_B8A,ND_B12_B8A,RATIO_B12_B11,ND_B12_B11
468,424,643,690,541,561,366,405,360,404,2.41,0.931884058,-0.035258815,1.188539741,0.086148649,1.146167558,0.068106312,1.756830601,0.274529237,1.587654321,0.227099237,1.786111111,0.282153539,1.591584158,0.228271251,1.373931624,0.157515752,1.516509434,0.20524836,1.073094868,0.035258815,1.275415896,0.121039805,1.229946524,0.103117506,1.885245902,0.306818182,1.703703704,0.260273973,1.916666667,0.314285714,1.707920792,0.26142596,1.474358974,0.191709845,1.627358491,0.238779174,0.841368585,-0.086148649,0.784057971,-0.121039805,0.964349376,-0.01814882,1.478142077,0.192943771,1.335802469,0.143763214,1.502777778,0.200887902,1.339108911,0.144973545,1.155982906,0.07234886,1.275943396,0.121243523,0.872472784,-0.068106312,0.813043478,-0.103117506,1.036968577,0.01814882,1.532786885,0.210355987,1.385185185,0.161490683,1.558333333,0.218241042,1.388613861,0.162694301,1.198717949,0.090379009,1.323113208,0.139086294,0.569206843,-0.274529237,0.530434783,-0.306818182,0.676524954,-0.192943771,0.652406417,-0.210355987,0.903703704,-0.050583658,1.016666667,0.008264463,0.905940594,-0.049350649,0.782051282,-0.122302158,0.863207547,-0.073417722,0.629860031,-0.227099237,0.586956522,-0.260273973,0.748613678,-0.143763214,0.721925134,-0.161490683,1.106557377,0.050583658,1.125,0.058823529,1.002475248,0.001236094,0.865384615,-0.072164948,0.955188679,-0.02291918,0.559875583,-0.282153539,0.52173913,-0.314285714,0.665434381,-0.200887902,0.64171123,-0.218241042,0.983606557,-0.008264463,0.888888889,-0.058823529,0.891089109,-0.057591623,0.769230769,-0.130434783,0.849056604,-0.081632653,0.628304821,-0.228271251,0.585507246,-0.26142596,0.74676525,-0.144973545,0.720142602,-0.162694301,1.103825137,0.049350649,0.997530864,-0.001236094,1.122222222,0.057591623,0.863247863,-0.073394495,0.952830189,-0.024154589,0.727838258,-0.157515752,0.67826087,-0.191709845,0.865064695,-0.07234886,0.834224599,-0.090379009,1.278688525,0.122302158,1.155555556,0.072164948,1.3,0.130434783,1.158415842,0.073394495,1.103773585,0.049327354,0.65940902,-0.20524836,0.614492754,-0.238779174,0.783733826,-0.121243523,0.755793226,-0.139086294,1.158469945,0.073417722,1.04691358,0.02291918,1.177777778,0.081632653,1.04950495,0.024154589,0.905982906,-0.049327354
717,669,708,759,734,719,566,594,599,565,1.73,0.932806324,-0.034764826,0.964577657,-0.018030513,0.984700974,-0.007708479,1.250883392,0.111459969,1.191919192,0.087557604,1.18196995,0.083397093,1.253097345,0.112333071,0.987447699,-0.006315789,1.058295964,0.02832244,1.072033898,0.034764826,1.034059946,0.016744809,1.055632823,0.027063599,1.340989399,0.145660377,1.277777778,0.12195122,1.267111853,0.117820324,1.343362832,0.14652568,1.058577406,0.028455285,1.134529148,0.06302521,1.036723164,0.018030513,0.967061924,-0.016744809,1.020862309,0.010323469,1.296819788,0.129230769,1.235690236,0.105421687,1.225375626,0.101275319,1.299115044,0.130100077,1.023709902,0.011716058,1.09715994,0.046329294,1.015536723,0.007708479,0.947299078,-0.027063599,0.979564033,-0.010323469,1.270318021,0.119066148,1.21043771,0.095201828,1.20033389,0.091047041,1.272566372,0.119937695,1.0027894,0.001392758,1.074738416,0.036023055,0.799435028,-0.111459969,0.74571805,-0.145660377,0.771117166,-0.129230769,0.787204451,-0.119066148,0.952861953,-0.024137931,0.94490818,-0.02832618,1.001769912,0.000884173,0.789400279,-0.117692907,0.846038864,-0.08340081,0.838983051,-0.087557604,0.782608696,-0.12195122,0.809264305,-0.105421687,0.826147427,-0.095201828,1.049469965,0.024137931,0.991652755,-0.004191115,1.051327434,0.02502157,0.828451883,-0.09382151,0.887892377,-0.059382423,0.846045198,-0.083397093,0.789196311,-0.117820324,0.816076294,-0.101275319,0.83310153,-0.091047041,1.058303887,0.02832618,1.008417508,0.004191115,1.060176991,0.029209622,0.835425384,-0.089665653,0.895366218,-0.055205047,0.798022599,-0.112333071,0.744400527,-0.14652568,0.769754768,-0.130100077,0.78581363,-0.119937695,0.998233216,-0.000884173,0.951178451,-0.02502157,0.943238731,-0.029209622,0.788005579,-0.118564743,0.844544096,-0.084278768,1.012711864,0.006315789,0.944664032,-0.028455285,0.976839237,-0.011716058,0.997218359,-0.001392758,1.266784452,0.117692907,1.207070707,0.09382151,1.196994992,0.089665653,1.269026549,0.118564743,1.071748879,0.034632035,0.944915254,-0.02832244,0.881422925,-0.06302521,0.911444142,-0.046329294,0.930458971,-0.036023055,1.181978799,0.08340081,1.126262626,0.059382423,1.116861436,0.055205047,1.184070796,0.084278768,0.933054393,-0.034632035
1232,1141,1401,1489,1400,1467,1248,1281,1116,1224,1.23,0.940899933,-0.030449827,1.000714286,0.000357015,0.955010225,-0.023012552,1.122596154,0.057757644,1.093676815,0.044742729,1.255376344,0.113230036,1.144607843,0.067428571,1.137175325,0.06418534,1.227870289,0.102281668,1.062812277,0.030449827,1.063571429,0.030806507,1.014996592,0.00744249,1.193108974,0.088052612,1.162373146,0.075090253,1.334229391,0.14318618,1.216503268,0.097677847,1.208603896,0.09445057,1.304995618,0.132319392,0.999286224,-0.000357015,0.940228341,-0.030806507,0.954328562,-0.023369376,1.121794872,0.057401813,1.092896175,0.044386423,1.254480287,0.112877583,1.14379085,0.067073171,1.136363636,0.063829787,1.226993865,0.101928375,1.047109208,0.023012552,0.985224983,-0.00744249,1.047857143,0.023369376,1.175480769,0.080662983,1.145199063,0.06768559,1.314516129,0.135888502,1.198529412,0.090301003,1.190746753,0.087069285,1.285714286,0.125,0.890792291,-0.057757644,0.838146407,-0.088052612,0.891428571,-0.057401813,0.850715746,-0.080662983,0.974238876,-0.013048636,1.11827957,0.055837563,1.019607843,0.009708738,1.012987013,0.006451613,1.093777388,0.044788614,0.914346895,-0.044742729,0.860308932,-0.075090253,0.915,-0.044386423,0.873210634,-0.06768559,1.026442308,0.013048636,1.147849462,0.068836045,1.046568627,0.022754491,1.039772727,0.019498607,1.122699387,0.057803468,0.796573876,-0.113230036,0.749496306,-0.14318618,0.797142857,-0.112877583,0.760736196,-0.135888502,0.894230769,-0.055837563,0.871194379,-0.068836045,0.911764706,-0.046153846,0.905844156,-0.049403748,0.978089395,-0.01107665,0.87366167,-0.067428571,0.822028207,-0.097677847,0.874285714,-0.067073171,0.834355828,-0.090301003,0.980769231,-0.009708738,0.955503513,-0.022754491,1.096774194,0.046153846,0.993506494,-0.003257329,1.072743208,0.035095137,0.879371877,-0.06418534,0.82740094,-0.09445057,0.88,-0.063829787,0.839809134,-0.087069285,0.987179487,-0.006451613,0.961748634,-0.019498607,1.103942652,0.049403748,1.006535948,0.003257329,1.079754601,0.038348083,0.814418273,-0.102281668,0.766286098,-0.132319392,0.815,-0.101928375,0.777777778,-0.125,0.914262821,-0.044788614,0.890710383,-0.057803468,1.022401434,0.01107665,0.932189542,-0.035095137,0.926136364,-0.038348083
453,401,553,625,550,548,437,427,383,432,1.99,0.8848,-0.061120543,1.005454545,0.002719855,1.009124088,0.004541326,1.265446224,0.117171717,1.295081967,0.128571429,1.44386423,0.181623932,1.280092593,0.12284264,1.220750552,0.099403579,1.379052369,0.15932914,1.130198915,0.061120543,1.136363636,0.063829787,1.140510949,0.065643649,1.43020595,0.177024482,1.463700234,0.188212928,1.631853786,0.240079365,1.446759259,0.182592242,1.379690949,0.159554731,1.558603491,0.218323587,0.994575045,-0.002719855,0.88,-0.063829787,1.003649635,0.001821494,1.258581236,0.114488349,1.288056206,0.125895599,1.436031332,0.178992497,1.273148148,0.120162933,1.214128035,0.09670987,1.371571072,0.156677182,0.990958409,-0.004541326,0.8768,-0.065643649,0.996363636,-0.001821494,1.254004577,0.112690355,1.283372365,0.124102564,1.430809399,0.177228786,1.268518519,0.118367347,1.209713024,0.094905095,1.366583541,0.154899895,0.790235081,-0.117171717,0.6992,-0.177024482,0.794545455,-0.114488349,0.797445255,-0.112690355,1.023419204,0.011574074,1.140992167,0.065853659,1.011574074,0.00575374,0.964679912,-0.017977528,1.089775561,0.042959427,0.772151899,-0.128571429,0.6832,-0.188212928,0.776363636,-0.125895599,0.77919708,-0.124102564,0.977116705,-0.011574074,1.114882507,0.054320988,0.988425926,-0.005820722,0.942604857,-0.029545455,1.064837905,0.031400966,0.692585895,-0.181623932,0.6128,-0.240079365,0.696363636,-0.178992497,0.698905109,-0.177228786,0.876430206,-0.065853659,0.896955504,-0.054320988,0.886574074,-0.060122699,0.845474614,-0.083732057,0.955112219,-0.022959184,0.78119349,-0.12284264,0.6912,-0.182592242,0.785454545,-0.120162933,0.788321168,-0.118367347,0.988558352,-0.00575374,1.011709602,0.005820722,1.127937337,0.060122699,0.953642384,-0.023728814,1.077306733,0.037214886,0.819168174,-0.099403579,0.7248,-0.159554731,0.823636364,-0.09670987,0.826642336,-0.094905095,1.036613272,0.017977528,1.06088993,0.029545455,1.182767624,0.083732057,1.048611111,0.023728814,1.12967581,0.06088993,0.725135624,-0.15932914,0.6416,-0.218323587,0.729090909,-0.156677182,0.731751825,-0.154899895,0.917620137,-0.042959427,0.93911007,-0.031400966,1.046997389,0.022959184,0.928240741,-0.037214886,0.885209713,-0.06088993
98,89,113,65,97,97,36,41,23,25,3.22,1.738461538,0.269662921,1.164948454,0.076190476,1.164948454,0.076190476,3.138888889,0.516778523,2.756097561,0.467532468,4.913043478,0.661764706,4.52,0.637681159,1.153061224,0.071090047,1.269662921,0.118811881,0.575221239,-0.269662921,0.670103093,-0.197530864,0.670103093,-0.197530864,1.805555556,0.287128713,1.585365854,0.226415094,2.826086957,0.477272727,2.6,0.444444444,0.663265306,-0.202453988,0.730337079,-0.155844156,0.85840708,-0.076190476,1.492307692,0.197530864,1,0,2.694444444,0.458646617,2.365853659,0.405797101,4.217391304,0.616666667,3.88,0.590163934,0.989795918,-0.005128205,1.08988764,0.043010753,0.85840708,-0.076190476,1.492307692,0.197530864,1,0,2.694444444,0.458646617,2.365853659,0.405797101,4.217391304,0.616666667,3.88,0.590163934,0.989795918,-0.005128205,1.08988764,0.043010753,0.318584071,-0.516778523,0.553846154,-0.287128713,0.371134021,-0.458646617,0.371134021,-0.458646617,0.87804878,-0.064935065,1.565217391,0.220338983,1.44,0.180327869,0.367346939,-0.462686567,0.404494382,-0.424,0.362831858,-0.467532468,0.630769231,-0.226415094,0.422680412,-0.405797101,0.422680412,-0.405797101,1.138888889,0.064935065,1.782608696,0.28125,1.64,0.242424242,0.418367347,-0.410071942,0.460674157,-0.369230769,0.203539823,-0.661764706,0.353846154,-0.477272727,0.237113402,-0.616666667,0.237113402,-0.616666667,0.638888889,-0.220338983,0.56097561,-0.28125,0.92,-0.041666667,0.234693878,-0.619834711,0.258426966,-0.589285714,0.221238938,-0.637681159,0.384615385,-0.444444444,0.257731959,-0.590163934,0.257731959,-0.590163934,0.694444444,-0.180327869,0.609756098,-0.242424242,1.086956522,0.041666667,0.255102041,-0.593495935,0.280898876,-0.561403509,0.867256637,-0.071090047,1.507692308,0.202453988,1.010309278,0.005128205,1.010309278,0.005128205,2.722222222,0.462686567,2.390243902,0.410071942,4.260869565,0.619834711,3.92,0.593495935,1.101123596,0.048128342,0.787610619,-0.118811881,1.369230769,0.155844156,0.917525773,-0.043010753,0.917525773,-0.043010753,2.472222222,0.424,2.170731707,0.369230769,3.869565217,0.589285714,3.56,0.561403509,0.908163265,-0.048128342
2696,2404,3659,3351,3081,3335,3367,3424,3282,3486,3.17,1.091912862,0.043937233,1.187601428,0.085756677,1.097151424,0.046325422,1.086724087,0.04155992,1.068633178,0.033178032,1.114868982,0.05431494,1.04962708,0.024212736,1.357195846,0.151534225,1.522046589,0.206993238,0.915823996,-0.043937233,1.087633885,0.041977612,1.004797601,0.00239306,0.995247995,-0.002381661,0.978679907,-0.010774908,1.021023766,0.010402533,0.961273666,-0.019745502,1.242952522,0.108318174,1.393926789,0.164552563,0.842033342,-0.085756677,0.919427037,-0.041977612,0.923838081,-0.039588529,0.915057915,-0.044354839,0.899824766,-0.05272867,0.938756856,-0.031588873,0.883820998,-0.061671996,1.142804154,0.066643587,1.281613977,0.12342753,0.911451216,-0.046325422,0.995225306,-0.00239306,1.082440766,0.039588529,0.99049599,-0.004774694,0.974007009,-0.013167628,1.01614869,0.008009672,0.956683878,-0.022137516,1.237017804,0.105952578,1.387271215,0.162223384,0.920196775,-0.04155992,1.004774694,0.002381661,1.092827004,0.044354839,1.009595202,0.004774694,0.983352804,-0.008393462,1.025898842,0.012783877,0.965863454,-0.017364658,1.24888724,0.110671285,1.400582363,0.166868827,0.935774802,-0.033178032,1.021784542,0.010774908,1.111327491,0.05272867,1.026686657,0.013167628,1.016929017,0.008393462,1.043266301,0.021175067,0.982214573,-0.008972504,1.270029674,0.118954248,1.424292845,0.175017159,0.896966384,-0.05431494,0.979409132,-0.010402533,1.065238559,0.031588873,0.984107946,-0.008009672,0.974754975,-0.012783877,0.958528037,-0.021175067,0.941480207,-0.030141844,1.21735905,0.098026096,1.365224626,0.154414351,0.952719322,-0.024212736,1.040286482,0.019745502,1.131450828,0.061671996,1.045277361,0.022137516,1.035343035,0.017364658,1.018107477,0.008972504,1.062157221,0.030141844,1.293026706,0.127790359,1.450083195,0.183701188,0.736813337,-0.151534225,0.804535959,-0.108318174,0.875040571,-0.066643587,0.808395802,-0.105952578,0.800712801,-0.110671285,0.787383178,-0.118954248,0.821450335,-0.098026096,0.773379231,-0.127790359,1.121464226,0.057254902,0.657010112,-0.206993238,0.717397792,-0.164552563,0.780266147,-0.12342753,0.72083958,-0.162223384,0.713988714,-0.166868827,0.702102804,-0.175017159,0.732480195,-0.154414351,0.689615605,-0.183701188,0.891691395,-0.057254902
233,193,214,218,247,237,143,194,169,138,2.93,0.981651376,-0.009259259,0.866396761,-0.071583514,0.902953586,-0.050997783,1.496503497,0.198879552,1.103092784,0.049019608,1.266272189,0.117493473,1.550724638,0.215909091,0.918454936,-0.042505593,1.10880829,0.051597052,1.018691589,0.009259259,0.882591093,-0.062365591,0.919831224,-0.041758242,1.524475524,0.207756233,1.12371134,0.058252427,1.289940828,0.126614987,1.579710145,0.224719101,0.935622318,-0.033259424,1.129533679,0.060827251,1.154205607,0.071583514,1.133027523,0.062365591,1.042194093,0.020661157,1.727272727,0.266666667,1.273195876,0.120181406,1.461538462,0.1875,1.789855072,0.283116883,1.060085837,0.029166667,1.279792746,0.122727273,1.107476636,0.050997783,1.087155963,0.041758242,0.95951417,-0.020661157,1.657342657,0.247368421,1.221649485,0.099767981,1.402366864,0.167487685,1.717391304,0.264,1.017167382,0.008510638,1.227979275,0.102325581,0.668224299,-0.198879552,0.655963303,-0.207756233,0.578947368,-0.266666667,0.603375527,-0.247368421,0.737113402,-0.151335312,0.846153846,-0.083333333,1.036231884,0.017793594,0.613733906,-0.239361702,0.740932642,-0.148809524,0.906542056,-0.049019608,0.889908257,-0.058252427,0.785425101,-0.120181406,0.818565401,-0.099767981,1.356643357,0.151335312,1.147928994,0.068870523,1.405797101,0.168674699,0.832618026,-0.091334895,1.005181347,0.002583979,0.789719626,-0.117493473,0.775229358,-0.126614987,0.684210526,-0.1875,0.713080169,-0.167487685,1.181818182,0.083333333,0.871134021,-0.068870523,1.224637681,0.100977199,0.725321888,-0.15920398,0.875647668,-0.066298343,0.644859813,-0.215909091,0.633027523,-0.224719101,0.558704453,-0.283116883,0.582278481,-0.264,0.965034965,-0.017793594,0.711340206,-0.168674699,0.816568047,-0.100977199,0.592274678,-0.25606469,0.715025907,-0.166163142,1.088785047,0.042505593,1.068807339,0.033259424,0.943319838,-0.029166667,0.983122363,-0.008510638,1.629370629,0.239361702,1.201030928,0.091334895,1.378698225,0.15920398,1.688405797,0.25606469,1.207253886,0.093896714,0.901869159,-0.051597052,0.885321101,-0.060827251,0.781376518,-0.122727273,0.814345992,-0.102325581,1.34965035,0.148809524,0.994845361,-0.002583979,1.142011834,0.066298343,1.398550725,0.166163142,0.82832618,-0.093896714
291,182,731,524,364,315,207,166,635,153,3.32,1.395038168,0.164940239,2.008241758,0.335159817,2.320634921,0.397705545,3.531400966,0.558635394,4.403614458,0.629877369,1.151181102,0.070278184,4.777777778,0.653846154,2.512027491,0.430528376,4.016483516,0.601314348,0.716826265,-0.164940239,1.43956044,0.18018018,1.663492063,0.249106079,2.531400966,0.433652531,3.156626506,0.51884058,0.82519685,-0.095772217,3.424836601,0.548005908,1.800687285,0.285889571,2.879120879,0.484419263,0.497948016,-0.335159817,0.694656489,-0.18018018,1.155555556,0.072164948,1.758454106,0.274956217,2.192771084,0.373584906,0.573228346,-0.271271271,2.379084967,0.408123791,1.250859107,0.111450382,2,0.333333333,0.430916553,-0.397705545,0.601145038,-0.249106079,0.865384615,-0.072164948,1.52173913,0.206896552,1.897590361,0.30977131,0.496062992,-0.336842105,2.058823529,0.346153846,1.082474227,0.03960396,1.730769231,0.267605634,0.283173735,-0.558635394,0.395038168,-0.433652531,0.568681319,-0.274956217,0.657142857,-0.206896552,1.246987952,0.109919571,0.325984252,-0.508313539,1.352941176,0.15,0.711340206,-0.168674699,1.137362637,0.064267352,0.227086183,-0.629877369,0.316793893,-0.51884058,0.456043956,-0.373584906,0.526984127,-0.30977131,0.801932367,-0.109919571,0.261417323,-0.585518102,1.08496732,0.040752351,0.570446735,-0.273522976,0.912087912,-0.045977011,0.868673051,-0.070278184,1.211832061,0.095772217,1.744505495,0.271271271,2.015873016,0.336842105,3.06763285,0.508313539,3.825301205,0.585518102,4.150326797,0.611675127,2.182130584,0.371490281,3.489010989,0.554467564,0.209302326,-0.653846154,0.291984733,-0.548005908,0.42032967,-0.408123791,0.485714286,-0.346153846,0.739130435,-0.15,0.921686747,-0.040752351,0.240944882,-0.611675127,0.525773196,-0.310810811,0.840659341,-0.086567164,0.398084815,-0.430528376,0.555343511,-0.285889571,0.799450549,-0.111450382,0.923809524,-0.03960396,1.405797101,0.168674699,1.753012048,0.273522976,0.458267717,-0.371490281,1.901960784,0.310810811,1.598901099,0.230443975,0.248974008,-0.601314348,0.347328244,-0.484419263,0.5,-0.333333333,0.577777778,-0.267605634,0.879227053,-0.064267352,1.096385542,0.045977011,0.286614173,-0.554467564,1.189542484,0.086567164,0.625429553,-0.230443975
102,93,88,182,185,254,89,90,62,89,1.81,0.483516484,-0.348148148,0.475675676,-0.355311355,0.346456693,-0.485380117,0.988764045,-0.005649718,0.977777778,-0.011235955,1.419354839,0.173333333,0.988764045,-0.005649718,0.862745098,-0.073684211,0.946236559,-0.027624309,2.068181818,0.348148148,0.983783784,-0.008174387,0.716535433,-0.165137615,2.04494382,0.343173432,2.022222222,0.338235294,2.935483871,0.491803279,2.04494382,0.343173432,1.784313725,0.281690141,1.956989247,0.323636364,2.102272727,0.355311355,1.016483516,0.008174387,0.728346457,-0.157175399,2.078651685,0.350364964,2.055555556,0.345454545,2.983870968,0.497975709,2.078651685,0.350364964,1.81372549,0.289198606,1.989247312,0.330935252,2.886363636,0.485380117,1.395604396,0.165137615,1.372972973,0.157175399,2.853932584,0.481049563,2.822222222,0.476744186,4.096774194,0.607594937,2.853932584,0.481049563,2.490196078,0.426966292,2.731182796,0.463976945,1.011363636,0.005649718,0.489010989,-0.343173432,0.481081081,-0.350364964,0.350393701,-0.481049563,0.988888889,-0.005586592,1.435483871,0.178807947,1,0,0.87254902,-0.068062827,0.956989247,-0.021978022,1.022727273,0.011235955,0.494505495,-0.338235294,0.486486486,-0.345454545,0.354330709,-0.476744186,1.011235955,0.005586592,1.451612903,0.184210526,1.011235955,0.005586592,0.882352941,-0.0625,0.967741935,-0.016393443,0.704545455,-0.173333333,0.340659341,-0.491803279,0.335135135,-0.497975709,0.244094488,-0.607594937,0.696629213,-0.178807947,0.688888889,-0.184210526,0.696629213,-0.178807947,0.607843137,-0.243902439,0.666666667,-0.2,1.011363636,0.005649718,0.489010989,-0.343173432,0.481081081,-0.350364964,0.350393701,-0.481049563,1,0,0.988888889,-0.005586592,1.435483871,0.178807947,0.87254902,-0.068062827,0.956989247,-0.021978022,1.159090909,0.073684211,0.56043956,-0.281690141,0.551351351,-0.289198606,0.401574803,-0.426966292,1.146067416,0.068062827,1.133333333,0.0625,1.64516129,0.243902439,1.146067416,0.068062827,1.096774194,0.046153846,1.056818182,0.027624309,0.510989011,-0.323636364,0.502702703,-0.330935252,0.366141732,-0.463976945,1.04494382,0.021978022,1.033333333,0.016393443,1.5,0.2,1.04494382,0.021978022,0.911764706,-0.046153846
118,105,220,271,193,153,54,100,58,66,2.07,0.811808118,-0.103869654,1.139896373,0.065375303,1.437908497,0.179624665,4.074074074,0.605839416,2.2,0.375,3.793103448,0.582733813,3.333333333,0.538461538,1.86440678,0.301775148,2.095238095,0.353846154,1.231818182,0.103869654,1.404145078,0.168103448,1.77124183,0.278301887,5.018518519,0.667692308,2.71,0.460916442,4.672413793,0.647416413,4.106060606,0.608308605,2.296610169,0.393316195,2.580952381,0.441489362,0.877272727,-0.065375303,0.712177122,-0.168103448,1.261437908,0.115606936,3.574074074,0.562753036,1.93,0.317406143,3.327586207,0.537848606,2.924242424,0.49034749,1.63559322,0.241157556,1.838095238,0.295302013,0.695454545,-0.179624665,0.564575646,-0.278301887,0.792746114,-0.115606936,2.833333333,0.47826087,1.53,0.209486166,2.637931034,0.450236967,2.318181818,0.397260274,1.296610169,0.129151292,1.457142857,0.186046512,0.245454545,-0.605839416,0.199261993,-0.667692308,0.279792746,-0.562753036,0.352941176,-0.47826087,0.54,-0.298701299,0.931034483,-0.035714286,0.818181818,-0.1,0.457627119,-0.372093023,0.514285714,-0.320754717,0.454545455,-0.375,0.36900369,-0.460916442,0.518134715,-0.317406143,0.653594771,-0.209486166,1.851851852,0.298701299,1.724137931,0.265822785,1.515151515,0.204819277,0.847457627,-0.082568807,0.952380952,-0.024390244,0.263636364,-0.582733813,0.21402214,-0.647416413,0.300518135,-0.537848606,0.379084967,-0.450236967,1.074074074,0.035714286,0.58,-0.265822785,0.878787879,-0.064516129,0.491525424,-0.340909091,0.552380952,-0.288343558,0.3,-0.538461538,0.243542435,-0.608308605,0.341968912,-0.49034749,0.431372549,-0.397260274,1.222222222,0.1,0.66,-0.204819277,1.137931034,0.064516129,0.559322034,-0.282608696,0.628571429,-0.228070175,0.536363636,-0.301775148,0.435424354,-0.393316195,0.611398964,-0.241157556,0.77124183,-0.129151292,2.185185185,0.372093023,1.18,0.082568807,2.034482759,0.340909091,1.787878788,0.282608696,1.123809524,0.058295964,0.477272727,-0.353846154,0.387453875,-0.441489362,0.544041451,-0.295302013,0.68627451,-0.186046512,1.944444444,0.320754717,1.05,0.024390244,1.810344828,0.288343558,1.590909091,0.228070175,0.889830508,-0.058295964
