B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,date,Actual,RATIO_B2_B3,ND_B2_B3,RATIO_B2_B4,ND_B2_B4,RATIO_B2_B5,ND_B2_B5,RATIO_B2_B6,ND_B2_B6,RATIO_B2_B7,ND_B2_B7,RATIO_B2_B8,ND_B2_B8,RATIO_B2_B8A,ND_B2_B8A,RATIO_B2_B11,ND_B2_B11,RATIO_B2_B12,ND_B2_B12,RATIO_B3_B2,ND_B3_B2,RATIO_B3_B4,ND_B3_B4,RATIO_B3_B5,ND_B3_B5,RATIO_B3_B6,ND_B3_B6,RATIO_B3_B7,ND_B3_B7,RATIO_B3_B8,ND_B3_B8,RATIO_B3_B8A,ND_B3_B8A,RATIO_B3_B11,ND_B3_B11,RATIO_B3_B12,ND_B3_B12,RATIO_B4_B2,ND_B4_B2,RATIO_B4_B3,ND_B4_B3,RATIO_B4_B5,ND_B4_B5,RATIO_B4_B6,ND_B4_B6,RATIO_B4_B7,ND_B4_B7,RATIO_B4_B8,ND_B4_B8,RATIO_B4_B8A,ND_B4_B8A,RATIO_B4_B11,ND_B4_B11,RATIO_B4_B12,ND_B4_B12,RATIO_B5_B2,ND_B5_B2,RATIO_B5_B3,ND_B5_B3,RATIO_B5_B4,ND_B5_B4,RATIO_B5_B6,ND_B5_B6,RATIO_B5_B7,ND_B5_B7,RATIO_B5_B8,ND_B5_B8,RATIO_B5_B8A,ND_B5_B8A,RATIO_B5_B11,ND_B5_B11,RATIO_B5_B12,ND_B5_B12,RATIO_B6_B2,ND_B6_B2,RATIO_B6_B3,ND_B6_B3,RATIO_B6_B4,ND_B6_B4,RATIO_B6_B5,ND_B6_B5,RATIO_B6_B7,ND_B6_B7,RATIO_B6_B8,ND_B6_B8,RATIO_B6_B8A,ND_B6_B8A,RATIO_B6_B11,ND_B6_B11,RATIO_B6_B12,ND_B6_B12,RATIO_B7_B2,ND_B7_B2,RATIO_B7_B3,ND_B7_B3,RATIO_B7_B4,ND_B7_B4,RATIO_B7_B5,ND_B7_B5,RATIO_B7_B6,ND_B7_B6,RATIO_B7_B8,ND_B7_B8,RATIO_B7_B8A,ND_B7_B8A,RATIO_B7_B11,ND_B7_B11,RATIO_B7_B12,ND_B7_B12,RATIO_B8_B2,ND_B8_B2,RATIO_B8_B3,ND_B8_B3,RATIO_B8_B4,ND_B8_B4,RATIO_B8_B5,ND_B8_B5,RATIO_B8_B6,ND_B8_B6,RATIO_B8_B7,ND_B8_B7,RATIO_B8_B8A,ND_B8_B8A,RATIO_B8_B11,ND_B8_B11,RATIO_B8_B12,ND_B8_B12,RATIO_B8A_B2,ND_B8A_B2,RATIO_B8A_B3,ND_B8A_B3,RATIO_B8A_B4,ND_B8A_B4,RATIO_B8A_B5,ND_B8A_B5,RATIO_B8A_B6,ND_B8A_B6,RATIO_B8A_B7,ND_B8A_B7,RATIO_B8A_B8,ND_B8A_B8,RATIO_B8A_B11,ND_B8A_B11,RATIO_B8A_B12,ND_B8A_B12,RATIO_B11_B2,ND_B11_B2,RATIO_B11_B3,ND_B11_B3,RATIO_B11_B4,ND_B11_B4,RATIO_B11_B5,ND_B11_B5,RATIO_B11_B6,ND_B11_B6,RATIO_B11_B7,ND_B11_B7,RATIO_B11_B8,ND_B11_B8,RATIO_B11_B8A,ND_B11_B8A,RATIO_B11_B12,ND_B11_B12,RATIO_B12_B2,ND_B12_B2,RATIO_B12_B3,ND_B12_B3,RATIO_B12_B4,ND_B12_B4,RATIO_B12_B5,ND_B12_B5,RATIO_B12_B6,ND_B12_B6,RATIO_B12_B7,ND_B12_B7,RATIO_B12_B8,ND_B12_B8,RATIO_B12_B8A,ND_B12_B8A,RATIO_B12_B11,ND_B12_B11
5393,5329,6441,6111,5930,6609,6250,6018,6203,5739,7/26/2024,162.71,1.054000982,0.026290631,1.086172007,0.041306281,0.974580118,-0.012873563,1.03056,0.015050035,1.070289133,0.03395136,1.038368531,0.018823157,1.122320962,0.057635468,1.194325978,0.088558391,1.208669544,0.094477485,0.94876572,-0.026290631,1.030522766,0.015031974,0.924648207,-0.039150943,0.97776,-0.011245045,1.015453639,0.007667574,0.985168467,-0.007471171,1.064819655,0.031392405,1.133135546,0.062413074,1.14674423,0.068356643,0.920664493,-0.041306281,0.97038128,-0.015031974,0.89726131,-0.054151049,0.9488,-0.026272578,0.985377202,-0.007365249,0.955989038,-0.022500618,1.033281059,0.016368155,1.099573521,0.047425594,1.112779133,0.053379519,1.026082906,0.012873563,1.081492391,0.039150943,1.11450253,0.054151049,1.05744,0.02791819,1.098205384,0.046804467,1.065452201,0.031689042,1.151594354,0.070456754,1.225477471,0.101316447,1.240195159,0.10722064,0.97034622,-0.015050035,1.022745868,0.011245045,1.053962901,0.026272578,0.945680133,-0.02791819,1.038551014,0.018910988,1.007576979,0.003774191,1.089039902,0.042622404,1.158909698,0.073606459,1.172827923,0.079540548,0.934326968,-0.03395136,0.984781541,-0.007667574,1.014839798,0.007365249,0.910576487,-0.046804467,0.96288,-0.018910988,0.970175721,-0.015137877,1.048614741,0.023730544,1.11589097,0.054771712,1.12929255,0.060720895,0.963049216,-0.018823157,1.015054819,0.007471171,1.046037099,0.022500618,0.938568619,-0.031689042,0.99248,-0.003774191,1.03074111,0.015137877,1.080850322,0.038854463,1.150194697,0.069851673,1.164008257,0.075789109,0.891010713,-0.057635468,0.939126166,-0.031392405,0.967790894,-0.016368155,0.868361325,-0.070456754,0.91824,-0.042622404,0.953639083,-0.023730544,0.925197485,-0.038854463,1.064157241,0.031081567,1.076937512,0.03704373,0.837292346,-0.088558391,0.882506955,-0.062413074,0.909443508,-0.047425594,0.816008473,-0.101316447,0.86288,-0.073606459,0.896144899,-0.054771712,0.869418024,-0.069851673,0.939710751,-0.031081567,1.012009758,0.005969036,0.827356001,-0.094477485,0.872034037,-0.068356643,0.898650927,-0.053379519,0.806324709,-0.10722064,0.85264,-0.079540548,0.885510136,-0.060720895,0.859100435,-0.075789109,0.928558982,-0.03704373,0.988132765,-0.005969036
92,75,131,151,142,130,93,88,100,86,2/1/2026,111.41,0.867549669,-0.070921986,0.922535211,-0.04029304,1.007692308,0.003831418,1.408602151,0.169642857,1.488636364,0.196347032,1.31,0.134199134,1.523255814,0.207373272,1.423913043,0.174887892,1.746666667,0.27184466,1.152671756,0.070921986,1.063380282,0.030716724,1.161538462,0.074733096,1.623655914,0.237704918,1.715909091,0.263598326,1.51,0.203187251,1.755813953,0.274261603,1.641304348,0.242798354,2.013333333,0.336283186,1.083969466,0.04029304,0.940397351,-0.030716724,1.092307692,0.044117647,1.52688172,0.208510638,1.613636364,0.234782609,1.42,0.173553719,1.651162791,0.245614035,1.543478261,0.213675214,1.893333333,0.30875576,0.992366412,-0.003831418,0.860927152,-0.074733096,0.915492958,-0.044117647,1.397849462,0.165919283,1.477272727,0.19266055,1.3,0.130434783,1.511627907,0.203703704,1.413043478,0.171171171,1.733333333,0.268292683,0.709923664,-0.169642857,0.61589404,-0.237704918,0.654929577,-0.208510638,0.715384615,-0.165919283,1.056818182,0.027624309,0.93,-0.03626943,1.081395349,0.039106145,1.010869565,0.005405405,1.24,0.107142857,0.671755725,-0.196347032,0.582781457,-0.263598326,0.61971831,-0.234782609,0.676923077,-0.19266055,0.946236559,-0.027624309,0.88,-0.063829787,1.023255814,0.011494253,0.956521739,-0.022222222,1.173333333,0.079754601,0.763358779,-0.134199134,0.662251656,-0.203187251,0.704225352,-0.173553719,0.769230769,-0.130434783,1.075268817,0.03626943,1.136363636,0.063829787,1.162790698,0.075268817,1.086956522,0.041666667,1.333333333,0.142857143,0.65648855,-0.207373272,0.569536424,-0.274261603,0.605633803,-0.245614035,0.661538462,-0.203703704,0.924731183,-0.039106145,0.977272727,-0.011494253,0.86,-0.075268817,0.934782609,-0.033707865,1.146666667,0.068322981,0.702290076,-0.174887892,0.609271523,-0.242798354,0.647887324,-0.213675214,0.707692308,-0.171171171,0.989247312,-0.005405405,1.045454545,0.022222222,0.92,-0.041666667,1.069767442,0.033707865,1.226666667,0.101796407,0.572519084,-0.27184466,0.496688742,-0.336283186,0.528169014,-0.30875576,0.576923077,-0.268292683,0.806451613,-0.107142857,0.852272727,-0.079754601,0.75,-0.142857143,0.872093023,-0.068322981,0.815217391,-0.101796407
22,21,89,64,73,58,10,11,13,8,12/23/2024,84.43,1.390625,0.163398693,1.219178082,0.098765432,1.534482759,0.210884354,8.9,0.797979798,8.090909091,0.78,6.846153846,0.745098039,11.125,0.835051546,4.045454545,0.603603604,4.238095238,0.618181818,0.719101124,-0.163398693,0.876712329,-0.065693431,1.103448276,0.049180328,6.4,0.72972973,5.818181818,0.706666667,4.923076923,0.662337662,8.0,0.777777778,2.909090909,0.488372093,3.047619048,0.505882353,0.820224719,-0.098765432,1.140625,0.065693431,1.25862069,0.114503817,7.3,0.759036145,6.636363636,0.738095238,5.615384615,0.697674419,9.125,0.802469136,3.318181818,0.536842105,3.476190476,0.553191489,0.651685393,-0.210884354,0.90625,-0.049180328,0.794520548,-0.114503817,5.8,0.705882353,5.272727273,0.68115942,4.461538462,0.633802817,7.25,0.757575758,2.636363636,0.45,2.761904762,0.46835443,0.112359551,-0.797979798,0.15625,-0.72972973,0.136986301,-0.759036145,0.172413793,-0.705882353,0.909090909,-0.047619048,0.769230769,-0.130434783,1.25,0.111111111,0.454545455,-0.375,0.476190476,-0.35483871,0.123595506,-0.78,0.171875,-0.706666667,0.150684932,-0.738095238,0.189655172,-0.68115942,1.1,0.047619048,0.846153846,-0.083333333,1.375,0.157894737,0.5,-0.333333333,0.523809524,-0.3125,0.146067416,-0.745098039,0.203125,-0.662337662,0.178082192,-0.697674419,0.224137931,-0.633802817,1.3,0.130434783,1.181818182,0.083333333,1.625,0.238095238,0.590909091,-0.257142857,0.619047619,-0.235294118,0.08988764,-0.835051546,0.125,-0.777777778,0.109589041,-0.802469136,0.137931034,-0.757575758,0.8,-0.111111111,0.727272727,-0.157894737,0.615384615,-0.238095238,0.363636364,-0.466666667,0.380952381,-0.448275862,0.247191011,-0.603603604,0.34375,-0.488372093,0.301369863,-0.536842105,0.379310345,-0.45,2.2,0.375,2.0,0.333333333,1.692307692,0.257142857,2.75,0.466666667,1.047619048,0.023255814,0.235955056,-0.618181818,0.328125,-0.505882353,0.287671233,-0.553191489,0.362068966,-0.46835443,2.1,0.35483871,1.909090909,0.3125,1.615384615,0.235294118,2.625,0.448275862,0.954545455,-0.023255814
19,28,105,72,62,78,27,52,27,19,12/28/2025,124.16,1.458333333,0.186440678,1.693548387,0.25748503,1.346153846,0.147540984,3.888888889,0.590909091,2.019230769,0.337579618,3.888888889,0.590909091,5.526315789,0.693548387,5.526315789,0.693548387,3.75,0.578947368,0.685714286,-0.186440678,1.161290323,0.074626866,0.923076923,-0.04,2.666666667,0.454545455,1.384615385,0.161290323,2.666666667,0.454545455,3.789473684,0.582417582,3.789473684,0.582417582,2.571428571,0.44,0.59047619,-0.25748503,0.861111111,-0.074626866,0.794871795,-0.114285714,2.296296296,0.393258427,1.192307692,0.087719298,2.296296296,0.393258427,3.263157895,0.530864198,3.263157895,0.530864198,2.214285714,0.377777778,0.742857143,-0.147540984,1.083333333,0.04,1.258064516,0.114285714,2.888888889,0.485714286,1.5,0.2,2.888888889,0.485714286,4.105263158,0.608247423,4.105263158,0.608247423,2.785714286,0.471698113,0.257142857,-0.590909091,0.375,-0.454545455,0.435483871,-0.393258427,0.346153846,-0.485714286,0.519230769,-0.316455696,1.0,0.0,1.421052632,0.173913043,1.421052632,0.173913043,0.964285714,-0.018181818,0.495238095,-0.337579618,0.722222222,-0.161290323,0.838709677,-0.087719298,0.666666667,-0.2,1.925925926,0.316455696,1.925925926,0.316455696,2.736842105,0.464788732,2.736842105,0.464788732,1.857142857,0.3,0.257142857,-0.590909091,0.375,-0.454545455,0.435483871,-0.393258427,0.346153846,-0.485714286,1.0,0.0,0.519230769,-0.316455696,1.421052632,0.173913043,1.421052632,0.173913043,0.964285714,-0.018181818,0.180952381,-0.693548387,0.263888889,-0.582417582,0.306451613,-0.530864198,0.243589744,-0.608247423,0.703703704,-0.173913043,0.365384615,-0.464788732,0.703703704,-0.173913043,1.0,0.0,0.678571429,-0.191489362,0.180952381,-0.693548387,0.263888889,-0.582417582,0.306451613,-0.530864198,0.243589744,-0.608247423,0.703703704,-0.173913043,0.365384615,-0.464788732,0.703703704,-0.173913043,1.0,0.0,0.678571429,-0.191489362,0.266666667,-0.578947368,0.388888889,-0.44,0.451612903,-0.377777778,0.358974359,-0.471698113,1.037037037,0.018181818,0.538461538,-0.3,1.037037037,0.018181818,1.473684211,0.191489362,1.473684211,0.191489362
441,395,1030,1277,883,771,581,555,546,504,4/12/2024,23.45,0.806577917,-0.107065453,1.166477916,0.076842656,1.335927367,0.143808995,1.772805508,0.278708876,1.855855856,0.299684543,1.886446886,0.307106599,2.043650794,0.342894394,2.335600907,0.400407886,2.607594937,0.445614035,1.239805825,0.107065453,1.446206116,0.182407407,1.656290532,0.247070313,2.197934596,0.37459634,2.300900901,0.394104803,2.338827839,0.400987383,2.533730159,0.434025828,2.89569161,0.48661234,3.232911392,0.527511962,0.857281553,-0.076842656,0.69146437,-0.182407407,1.145265888,0.067714631,1.51979346,0.206284153,1.590990991,0.228094576,1.617216117,0.235829251,1.751984127,0.273251622,2.002267574,0.333836858,2.235443038,0.381846635,0.748543689,-0.143808995,0.60375881,-0.247070313,0.873159683,-0.067714631,1.327022375,0.140532544,1.389189189,0.162895928,1.412087912,0.170842825,1.529761905,0.209411765,1.74829932,0.272277228,1.951898734,0.322469983,0.56407767,-0.278708876,0.454972592,-0.37459634,0.657984145,-0.206284153,0.753566796,-0.140532544,1.046846847,0.022887324,1.064102564,0.031055901,1.152777778,0.070967742,1.317460317,0.136986301,1.470886076,0.19057377,0.538834951,-0.299684543,0.434612373,-0.394104803,0.628539071,-0.228094576,0.719844358,-0.162895928,0.95524957,-0.022887324,1.016483516,0.008174387,1.101190476,0.04815864,1.258503401,0.114457831,1.405063291,0.168421053,0.530097087,-0.307106599,0.427564605,-0.400987383,0.618346546,-0.235829251,0.708171206,-0.170842825,0.939759036,-0.031055901,0.983783784,-0.008174387,1.083333333,0.04,1.238095238,0.106382979,1.382278481,0.160467588,0.489320388,-0.342894394,0.39467502,-0.434025828,0.570781427,-0.273251622,0.653696498,-0.209411765,0.86746988,-0.070967742,0.908108108,-0.04815864,0.923076923,-0.04,1.142857143,0.066666667,1.275949367,0.121245829,0.42815534,-0.400407886,0.345340642,-0.48661234,0.499433749,-0.333836858,0.571984436,-0.272277228,0.759036145,-0.136986301,0.794594595,-0.114457831,0.807692308,-0.106382979,0.875,-0.066666667,1.116455696,0.055023923,0.383495146,-0.445614035,0.309318716,-0.527511962,0.447338618,-0.381846635,0.51232166,-0.322469983,0.679862306,-0.19057377,0.711711712,-0.168421053,0.723443223,-0.160467588,0.783730159,-0.121245829,0.89569161,-0.055023923
958,890,1198,1306,1076,1088,956,999,891,937,6/11/2025,17.34,0.917304747,-0.04313099,1.1133829,0.053649956,1.101102941,0.048118985,1.253138075,0.112349118,1.199199199,0.090578061,1.344556678,0.146960268,1.278548559,0.122248244,1.250521921,0.111317254,1.346067416,0.147509579,1.09015025,0.04313099,1.213754647,0.096557515,1.200367647,0.091060986,1.366108787,0.154730327,1.307307307,0.13318872,1.465768799,0.188893946,1.393810032,0.164511815,1.363256785,0.153710247,1.46741573,0.189435337,0.898163606,-0.053649956,0.82388974,-0.096557515,0.988970588,-0.005545287,1.125523013,0.059055118,1.077077077,0.037108434,1.207631874,0.094051856,1.148345784,0.069051167,1.123173278,0.058013766,1.208988764,0.094608342,0.908180301,-0.048118985,0.833078101,-0.091060986,1.011152416,0.005545287,1.138075314,0.064579256,1.089089089,0.042644945,1.221099888,0.099545225,1.161152615,0.074567901,1.135699374,0.063538612,1.22247191,0.100101112,0.797996661,-0.112349118,0.732006126,-0.154730327,0.888475836,-0.059055118,0.878676471,-0.064579256,0.956956957,-0.021994885,1.07295174,0.035192204,1.020277481,0.010036978,0.997912317,-0.001044932,1.074157303,0.035752979,0.833889816,-0.090578061,0.764931087,-0.13318872,0.928438662,-0.037108434,0.918198529,-0.042644945,1.044979079,0.021994885,1.121212121,0.057142857,1.066168623,0.032024793,1.042797495,0.020950434,1.12247191,0.057702488,0.743739566,-0.146960268,0.682235835,-0.188893946,0.828066914,-0.094051856,0.818933824,-0.099545225,0.932008368,-0.035192204,0.891891892,-0.057142857,0.95090715,-0.025164114,0.93006263,-0.036235803,1.001123596,0.000561482,0.782136895,-0.122248244,0.717457887,-0.164511815,0.870817844,-0.069051167,0.861213235,-0.074567901,0.980125523,-0.010036978,0.937937938,-0.032024793,1.051627385,0.025164114,0.978079332,-0.011081794,1.052808989,0.025725233,0.79966611,-0.111317254,0.733537519,-0.153710247,0.890334572,-0.058013766,0.880514706,-0.063538612,1.00209205,0.001044932,0.958958959,-0.020950434,1.075196409,0.036235803,1.022411953,0.011081794,1.076404494,0.036796537,0.742904841,-0.147509579,0.681470138,-0.189435337,0.827137546,-0.094608342,0.818014706,-0.100101112,0.930962343,-0.035752979,0.890890891,-0.057702488,0.998877666,-0.000561482,0.949839915,-0.025725233,0.929018789,-0.036796537
504,430,1093,1358,1093,1023,640,619,593,549,4/7/2025,30.81,0.804860088,-0.108119135,1.0,0.0,1.068426197,0.033081285,1.7078125,0.261396422,1.765751212,0.276869159,1.84317032,0.296559905,1.990892532,0.331303289,2.168650794,0.368816531,2.541860465,0.435325016,1.242451967,0.108119135,1.242451967,0.108119135,1.327468231,0.140697186,2.121875,0.359359359,2.193861066,0.373798685,2.29005059,0.392106612,2.473588342,0.424226534,2.694444444,0.458646617,3.158139535,0.51901566,1.0,0.0,0.804860088,-0.108119135,1.068426197,0.033081285,1.7078125,0.261396422,1.765751212,0.276869159,1.84317032,0.296559905,1.990892532,0.331303289,2.168650794,0.368816531,2.541860465,0.435325016,0.935956084,-0.033081285,0.753313697,-0.140697186,0.935956084,-0.033081285,1.5984375,0.230306675,1.65266559,0.246041413,1.725126476,0.266089109,1.863387978,0.301526718,2.029761905,0.339882122,2.379069767,0.408121129,0.585544373,-0.261396422,0.471281296,-0.359359359,0.585544373,-0.261396422,0.625610948,-0.230306675,1.033925687,0.016679905,1.07925801,0.03811841,1.16575592,0.076534903,1.26984127,0.118881119,1.488372093,0.196261682,0.566331199,-0.276869159,0.455817378,-0.373798685,0.566331199,-0.276869159,0.605083089,-0.246041413,0.9671875,-0.016679905,1.043844857,0.021452145,1.127504554,0.059931507,1.228174603,0.102404274,1.439534884,0.180171592,0.542543458,-0.296559905,0.436671576,-0.392106612,0.542543458,-0.296559905,0.579667644,-0.266089109,0.9265625,-0.03811841,0.957996769,-0.021452145,1.080145719,0.038528897,1.176587302,0.081130356,1.379069767,0.159335288,0.502287283,-0.331303289,0.404270987,-0.424226534,0.502287283,-0.331303289,0.536656891,-0.301526718,0.8578125,-0.076534903,0.886914378,-0.059931507,0.925801012,-0.038528897,1.089285714,0.042735043,1.276744186,0.121552605,0.461116194,-0.368816531,0.371134021,-0.458646617,0.461116194,-0.368816531,0.492668622,-0.339882122,0.7875,-0.118881119,0.814216478,-0.102404274,0.849915683,-0.081130356,0.918032787,-0.042735043,1.172093023,0.079229122,0.393412626,-0.435325016,0.316642121,-0.51901566,0.393412626,-0.435325016,0.420332356,-0.408121129,0.671875,-0.196261682,0.694668821,-0.180171592,0.725126476,-0.159335288,0.783242259,-0.121552605,0.853174603,-0.079229122
13,7,139,122,113,113,44,58,50,25,1/27/2026,119.63,1.139344262,0.0651341,1.230088496,0.103174603,1.230088496,0.103174603,3.159090909,0.519125683,2.396551724,0.411167513,2.78,0.470899471,5.56,0.695121951,10.69230769,0.828947368,19.85714286,0.904109589,0.877697842,-0.0651341,1.079646018,0.038297872,1.079646018,0.038297872,2.772727273,0.469879518,2.103448276,0.355555556,2.44,0.418604651,4.88,0.659863946,9.384615385,0.807407407,17.42857143,0.891472868,0.81294964,-0.103174603,0.926229508,-0.038297872,1.0,0.0,2.568181818,0.439490446,1.948275862,0.321637427,2.26,0.386503067,4.52,0.637681159,8.692307692,0.793650794,16.14285714,0.883333333,0.81294964,-0.103174603,0.926229508,-0.038297872,1.0,0.0,2.568181818,0.439490446,1.948275862,0.321637427,2.26,0.386503067,4.52,0.637681159,8.692307692,0.793650794,16.14285714,0.883333333,0.316546763,-0.519125683,0.360655738,-0.469879518,0.389380531,-0.439490446,0.389380531,-0.439490446,0.75862069,-0.137254902,0.88,-0.063829787,1.76,0.275362319,3.384615385,0.543859649,6.285714286,0.725490196,0.417266187,-0.411167513,0.475409836,-0.355555556,0.513274336,-0.321637427,0.513274336,-0.321637427,1.318181818,0.137254902,1.16,0.074074074,2.32,0.397590361,4.461538462,0.633802817,8.285714286,0.784615385,0.35971223,-0.470899471,0.409836066,-0.418604651,0.442477876,-0.386503067,0.442477876,-0.386503067,1.136363636,0.063829787,0.862068966,-0.074074074,2.0,0.333333333,3.846153846,0.587301587,7.142857143,0.754385965,0.179856115,-0.695121951,0.204918033,-0.659863946,0.221238938,-0.637681159,0.221238938,-0.637681159,0.568181818,-0.275362319,0.431034483,-0.397590361,0.5,-0.333333333,1.923076923,0.315789474,3.571428571,0.5625,0.09352518,-0.828947368,0.106557377,-0.807407407,0.115044248,-0.793650794,0.115044248,-0.793650794,0.295454545,-0.543859649,0.224137931,-0.633802817,0.26,-0.587301587,0.52,-0.315789474,1.857142857,0.3,0.050359712,-0.904109589,0.057377049,-0.891472868,0.061946903,-0.883333333,0.061946903,-0.883333333,0.159090909,-0.725490196,0.120689655,-0.784615385,0.14,-0.754385965,0.28,-0.5625,0.538461538,-0.3
1850,1828,2759,2641,2502,2653,2577,2759,2334,2761,4/2/2025,27.2,1.044680045,0.021851852,1.102717826,0.048850029,1.039954768,0.019586105,1.070624757,0.034107946,1.0,0.0,1.182090831,0.08344787,0.999275625,-0.000362319,1.491351351,0.197222825,1.509299781,0.202964901,0.957230881,-0.021851852,1.055555556,0.027027027,0.995476819,-0.002266717,1.02483508,0.012265236,0.957230881,-0.021851852,1.131533847,0.061708543,0.956537486,-0.022213995,1.427567568,0.176130038,1.444748359,0.181919893,0.906850308,-0.048850029,0.947368421,-0.027027027,0.943083302,-0.02929195,0.970896391,-0.014766686,0.906850308,-0.048850029,1.071979434,0.034739454,0.906193408,-0.049211476,1.352432432,0.149816176,1.368708972,0.155658199,0.961580283,-0.019586105,1.004543733,0.002266717,1.060351719,0.02929195,1.029491657,0.014531549,0.961580283,-0.019586105,1.136675236,0.063966312,0.960883738,-0.019948282,1.434054054,0.178325561,1.45131291,0.18411069,0.93403407,-0.034107946,0.975766755,-0.012265236,1.029976019,0.014766686,0.971353185,-0.014531549,0.93403407,-0.034107946,1.104113111,0.049480757,0.933357479,-0.034469839,1.392972973,0.164219562,1.409737418,0.170034052,1.0,0.0,1.044680045,0.021851852,1.102717826,0.048850029,1.039954768,0.019586105,1.070624757,0.034107946,1.182090831,0.08344787,0.999275625,-0.000362319,1.491351351,0.197222825,1.509299781,0.202964901,0.845958681,-0.08344787,0.883756153,-0.061708543,0.932853717,-0.034739454,0.879758764,-0.063966312,0.905704307,-0.049480757,0.845958681,-0.08344787,0.845345889,-0.083807655,1.261621622,0.115678776,1.276805252,0.121576165,1.0007249,0.000362319,1.045437334,0.022213995,1.103517186,0.049211476,1.040708632,0.019948282,1.071400854,0.034469839,1.0007249,0.000362319,1.182947729,0.083807655,1.492432432,0.197571026,1.510393873,0.203312268,0.670532802,-0.197222825,0.700492238,-0.176130038,0.739408473,-0.149816176,0.697323784,-0.178325561,0.717889018,-0.164219562,0.670532802,-0.197222825,0.792630677,-0.115678776,0.670047084,-0.197571026,1.012035011,0.005981512,0.662558898,-0.202964901,0.69216206,-0.181919893,0.730615508,-0.155658199,0.689031285,-0.18411069,0.70935196,-0.170034052,0.662558898,-0.202964901,0.783204799,-0.121576165,0.662078957,-0.203312268,0.988108108,-0.005981512
898,787,1072,1222,1014,1016,961,948,883,941,6/6/2025,14.29,0.877250409,-0.065387969,1.057199211,0.02780441,1.05511811,0.026819923,1.115504683,0.054599115,1.130801688,0.061386139,1.214043035,0.096675192,1.139213603,0.065077,1.19376392,0.088324873,1.362134689,0.15330823,1.139925373,0.065387969,1.205128205,0.093023256,1.202755906,0.09204647,1.271592092,0.119560238,1.289029536,0.126267281,1.38391846,0.161045131,1.298618491,0.129912159,1.360801782,0.152830189,1.552731893,0.216525635,0.945895522,-0.02780441,0.829787234,-0.093023256,0.998031496,-0.000985222,1.055150884,0.026835443,1.069620253,0.033639144,1.148357871,0.069056405,1.077577046,0.037340153,1.129175947,0.060669456,1.288437103,0.126041088,0.947761194,-0.026819923,0.831423895,-0.09204647,1.001972387,0.000985222,1.05723205,0.027819929,1.071729958,0.034623218,1.150622877,0.070036862,1.079702444,0.038323965,1.131403118,0.061650993,1.290978399,0.127010538,0.896455224,-0.054599115,0.786415712,-0.119560238,0.947731755,-0.026835443,0.945866142,-0.027819929,1.01371308,0.006809848,1.088335221,0.042299349,1.021253985,0.010515247,1.070155902,0.033889188,1.221092757,0.099542334,0.884328358,-0.061386139,0.775777414,-0.126267281,0.934911243,-0.033639144,0.933070866,-0.034623218,0.986472425,-0.006809848,1.073612684,0.035499727,1.007438895,0.003705664,1.055679287,0.02708559,1.204574333,0.092795389,0.82369403,-0.096675192,0.722585925,-0.161045131,0.870808679,-0.069056405,0.869094488,-0.070036862,0.918834547,-0.042299349,0.931434599,-0.035499727,0.938363443,-0.031798246,0.983296214,-0.008422235,1.121982211,0.05748503,0.877798507,-0.065077,0.7700491,-0.129912159,0.92800789,-0.037340153,0.926181102,-0.038323965,0.979188345,-0.010515247,0.992616034,-0.003705664,1.065685164,0.031798246,1.047884187,0.023382273,1.195679797,0.08912037,0.837686567,-0.088324873,0.734860884,-0.152830189,0.885601578,-0.060669456,0.883858268,-0.061650993,0.934443288,-0.033889188,0.947257384,-0.02708559,1.016987542,0.008422235,0.954303932,-0.023382273,1.141041931,0.065875371,0.734141791,-0.15330823,0.644026187,-0.216525635,0.776134122,-0.126041088,0.774606299,-0.127010538,0.818938606,-0.099542334,0.830168776,-0.092795389,0.891279728,-0.05748503,0.836344315,-0.08912037,0.876391982,-0.065875371
