B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,date,Actual,RATIO_B2_B3,ND_B2_B3,RATIO_B2_B4,ND_B2_B4,RATIO_B2_B5,ND_B2_B5,RATIO_B2_B6,ND_B2_B6,RATIO_B2_B7,ND_B2_B7,RATIO_B2_B8,ND_B2_B8,RATIO_B2_B8A,ND_B2_B8A,RATIO_B2_B11,ND_B2_B11,RATIO_B2_B12,ND_B2_B12,RATIO_B3_B2,ND_B3_B2,RATIO_B3_B4,ND_B3_B4,RATIO_B3_B5,ND_B3_B5,RATIO_B3_B6,ND_B3_B6,RATIO_B3_B7,ND_B3_B7,RATIO_B3_B8,ND_B3_B8,RATIO_B3_B8A,ND_B3_B8A,RATIO_B3_B11,ND_B3_B11,RATIO_B3_B12,ND_B3_B12,RATIO_B4_B2,ND_B4_B2,RATIO_B4_B3,ND_B4_B3,RATIO_B4_B5,ND_B4_B5,RATIO_B4_B6,ND_B4_B6,RATIO_B4_B7,ND_B4_B7,RATIO_B4_B8,ND_B4_B8,RATIO_B4_B8A,ND_B4_B8A,RATIO_B4_B11,ND_B4_B11,RATIO_B4_B12,ND_B4_B12,RATIO_B5_B2,ND_B5_B2,RATIO_B5_B3,ND_B5_B3,RATIO_B5_B4,ND_B5_B4,RATIO_B5_B6,ND_B5_B6,RATIO_B5_B7,ND_B5_B7,RATIO_B5_B8,ND_B5_B8,RATIO_B5_B8A,ND_B5_B8A,RATIO_B5_B11,ND_B5_B11,RATIO_B5_B12,ND_B5_B12,RATIO_B6_B2,ND_B6_B2,RATIO_B6_B3,ND_B6_B3,RATIO_B6_B4,ND_B6_B4,RATIO_B6_B5,ND_B6_B5,RATIO_B6_B7,ND_B6_B7,RATIO_B6_B8,ND_B6_B8,RATIO_B6_B8A,ND_B6_B8A,RATIO_B6_B11,ND_B6_B11,RATIO_B6_B12,ND_B6_B12,RATIO_B7_B2,ND_B7_B2,RATIO_B7_B3,ND_B7_B3,RATIO_B7_B4,ND_B7_B4,RATIO_B7_B5,ND_B7_B5,RATIO_B7_B6,ND_B7_B6,RATIO_B7_B8,ND_B7_B8,RATIO_B7_B8A,ND_B7_B8A,RATIO_B7_B11,ND_B7_B11,RATIO_B7_B12,ND_B7_B12,RATIO_B8_B2,ND_B8_B2,RATIO_B8_B3,ND_B8_B3,RATIO_B8_B4,ND_B8_B4,RATIO_B8_B5,ND_B8_B5,RATIO_B8_B6,ND_B8_B6,RATIO_B8_B7,ND_B8_B7,RATIO_B8_B8A,ND_B8_B8A,RATIO_B8_B11,ND_B8_B11,RATIO_B8_B12,ND_B8_B12,RATIO_B8A_B2,ND_B8A_B2,RATIO_B8A_B3,ND_B8A_B3,RATIO_B8A_B4,ND_B8A_B4,RATIO_B8A_B5,ND_B8A_B5,RATIO_B8A_B6,ND_B8A_B6,RATIO_B8A_B7,ND_B8A_B7,RATIO_B8A_B8,ND_B8A_B8,RATIO_B8A_B11,ND_B8A_B11,RATIO_B8A_B12,ND_B8A_B12,RATIO_B11_B2,ND_B11_B2,RATIO_B11_B3,ND_B11_B3,RATIO_B11_B4,ND_B11_B4,RATIO_B11_B5,ND_B11_B5,RATIO_B11_B6,ND_B11_B6,RATIO_B11_B7,ND_B11_B7,RATIO_B11_B8,ND_B11_B8,RATIO_B11_B8A,ND_B11_B8A,RATIO_B11_B12,ND_B11_B12,RATIO_B12_B2,ND_B12_B2,RATIO_B12_B3,ND_B12_B3,RATIO_B12_B4,ND_B12_B4,RATIO_B12_B5,ND_B12_B5,RATIO_B12_B6,ND_B12_B6,RATIO_B12_B7,ND_B12_B7,RATIO_B12_B8,ND_B12_B8,RATIO_B12_B8A,ND_B12_B8A,RATIO_B12_B11,ND_B12_B11
31,28,211,354,282,218,20,33,26,10,2/7/2024,66.25,0.596045198,-0.253097345,0.74822695,-0.144016227,0.967889908,-0.016317016,10.55,0.826839827,6.393939394,0.729508197,8.115384615,0.780590717,21.1,0.909502262,6.806451613,0.743801653,7.535714286,0.765690377,1.677725118,0.253097345,1.255319149,0.113207547,1.623853211,0.237762238,17.7,0.893048128,10.72727273,0.829457364,13.61538462,0.863157895,35.4,0.945054945,11.41935484,0.838961039,12.64285714,0.853403141,1.336492891,0.144016227,0.796610169,-0.113207547,1.293577982,0.128,14.1,0.867549669,8.545454545,0.79047619,10.84615385,0.831168831,28.2,0.931506849,9.096774194,0.801916933,10.07142857,0.819354839,1.033175355,0.016317016,0.615819209,-0.237762238,0.773049645,-0.128,10.9,0.831932773,6.606060606,0.737051793,8.384615385,0.786885246,21.8,0.912280702,7.032258065,0.751004016,7.785714286,0.772357724,0.09478673,-0.826839827,0.056497175,-0.893048128,0.070921986,-0.867549669,0.091743119,-0.831932773,0.606060606,-0.245283019,0.769230769,-0.130434783,2.0,0.333333333,0.64516129,-0.215686275,0.714285714,-0.166666667,0.156398104,-0.729508197,0.093220339,-0.829457364,0.117021277,-0.79047619,0.151376147,-0.737051793,1.65,0.245283019,1.269230769,0.118644068,3.3,0.534883721,1.064516129,0.03125,1.178571429,0.081967213,0.123222749,-0.780590717,0.073446328,-0.863157895,0.092198582,-0.831168831,0.119266055,-0.786885246,1.3,0.130434783,0.787878788,-0.118644068,2.6,0.444444444,0.838709677,-0.087719298,0.928571429,-0.037037037,0.047393365,-0.909502262,0.028248588,-0.945054945,0.035460993,-0.931506849,0.04587156,-0.912280702,0.5,-0.333333333,0.303030303,-0.534883721,0.384615385,-0.444444444,0.322580645,-0.512195122,0.357142857,-0.473684211,0.146919431,-0.743801653,0.087570621,-0.838961039,0.109929078,-0.801916933,0.142201835,-0.751004016,1.55,0.215686275,0.939393939,-0.03125,1.192307692,0.087719298,3.1,0.512195122,1.107142857,0.050847458,0.132701422,-0.765690377,0.079096045,-0.853403141,0.09929078,-0.819354839,0.128440367,-0.772357724,1.4,0.166666667,0.848484848,-0.081967213,1.076923077,0.037037037,2.8,0.473684211,0.903225806,-0.050847458
527,470,792,906,747,717,584,580,582,542,4/17/2024,56.95,0.874172185,-0.067137809,1.060240964,0.029239766,1.10460251,0.049701789,1.356164384,0.151162791,1.365517241,0.15451895,1.360824742,0.152838428,1.461254613,0.187406297,1.5028463,0.20090978,1.685106383,0.255150555,1.143939394,0.067137809,1.212851406,0.096188748,1.263598326,0.116451017,1.551369863,0.216107383,1.562068966,0.219380888,1.556701031,0.217741935,1.671586716,0.251381215,1.719165085,0.264480112,1.927659574,0.316860465,0.943181818,-0.029239766,0.824503311,-0.096188748,1.041841004,0.020491803,1.279109589,0.122464313,1.287931034,0.125847777,1.283505155,0.124153499,1.378228782,0.159038014,1.417457306,0.172684458,1.589361702,0.227608874,0.90530303,-0.049701789,0.791390728,-0.116451017,0.959839357,-0.020491803,1.227739726,0.102229055,1.236206897,0.105628373,1.231958763,0.103926097,1.322878229,0.138999206,1.360531309,0.152733119,1.525531915,0.208087616,0.737373737,-0.151162791,0.644591611,-0.216107383,0.781793842,-0.122464313,0.814504881,-0.102229055,1.006896552,0.003436426,1.003436426,0.001715266,1.077490775,0.037300178,1.108159393,0.051305131,1.242553191,0.108159393,0.732323232,-0.15451895,0.6401766,-0.219380888,0.77643909,-0.125847777,0.808926081,-0.105628373,0.993150685,-0.003436426,0.996563574,-0.00172117,1.070110701,0.033868093,1.10056926,0.047877145,1.234042553,0.104761905,0.734848485,-0.152838428,0.642384106,-0.217741935,0.779116466,-0.124153499,0.811715481,-0.103926097,0.996575342,-0.001715266,1.003448276,0.00172117,1.073800738,0.035587189,1.104364326,0.049594229,1.238297872,0.106463878,0.684343434,-0.187406297,0.598233996,-0.251381215,0.725568942,-0.159038014,0.755927476,-0.138999206,0.928082192,-0.037300178,0.934482759,-0.033868093,0.931271478,-0.035587189,1.028462998,0.014031805,1.153191489,0.071146245,0.66540404,-0.20090978,0.581677704,-0.264480112,0.705488621,-0.172684458,0.735006974,-0.152733119,0.90239726,-0.051305131,0.90862069,-0.047877145,0.905498282,-0.049594229,0.972324723,-0.014031805,1.121276596,0.057171515,0.593434343,-0.255150555,0.518763797,-0.316860465,0.6291834,-0.227608874,0.655509066,-0.208087616,0.804794521,-0.108159393,0.810344828,-0.104761905,0.807560137,-0.106463878,0.867158672,-0.071146245,0.891840607,-0.057171515
115,101,234,205,191,207,89,114,68,85,5/7/2024,136.91,1.141463415,0.066059226,1.22513089,0.101176471,1.130434783,0.06122449,2.629213483,0.448916409,2.052631579,0.344827586,3.441176471,0.549668874,2.752941176,0.467084639,2.034782609,0.340974212,2.316831683,0.397014925,0.876068376,-0.066059226,1.073298429,0.035353535,0.990338164,-0.004854369,2.303370787,0.394557823,1.798245614,0.285266458,3.014705882,0.501831502,2.411764706,0.413793103,1.782608696,0.28125,2.02970297,0.339869281,0.816239316,-0.101176471,0.931707317,-0.035353535,0.922705314,-0.040201005,2.146067416,0.364285714,1.675438596,0.252459016,2.808823529,0.474903475,2.247058824,0.384057971,1.660869565,0.248366013,1.891089109,0.308219178,0.884615385,-0.06122449,1.009756098,0.004854369,1.083769634,0.040201005,2.325842697,0.398648649,1.815789474,0.289719626,3.044117647,0.505454545,2.435294118,0.417808219,1.8,0.285714286,2.04950495,0.344155844,0.38034188,-0.448916409,0.434146341,-0.394557823,0.465968586,-0.364285714,0.429951691,-0.398648649,0.780701754,-0.123152709,1.308823529,0.133757962,1.047058824,0.022988506,0.773913043,-0.12745098,0.881188119,-0.063157895,0.487179487,-0.344827586,0.556097561,-0.285266458,0.596858639,-0.252459016,0.550724638,-0.289719626,1.280898876,0.123152709,1.676470588,0.252747253,1.341176471,0.145728643,0.991304348,-0.004366812,1.128712871,0.060465116,0.290598291,-0.549668874,0.331707317,-0.501831502,0.356020942,-0.474903475,0.328502415,-0.505454545,0.764044944,-0.133757962,0.596491228,-0.252747253,0.8,-0.111111111,0.591304348,-0.256830601,0.673267327,-0.195266272,0.363247863,-0.467084639,0.414634146,-0.413793103,0.445026178,-0.384057971,0.410628019,-0.417808219,0.95505618,-0.022988506,0.745614035,-0.145728643,1.25,0.111111111,0.739130435,-0.15,0.841584158,-0.086021505,0.491452991,-0.340974212,0.56097561,-0.28125,0.602094241,-0.248366013,0.555555556,-0.285714286,1.292134831,0.12745098,1.00877193,0.004366812,1.691176471,0.256830601,1.352941176,0.15,1.138613861,0.064814815,0.431623932,-0.397014925,0.492682927,-0.339869281,0.528795812,-0.308219178,0.487922705,-0.344155844,1.134831461,0.063157895,0.885964912,-0.060465116,1.485294118,0.195266272,1.188235294,0.086021505,0.87826087,-0.064814815
196,184,286,427,352,406,237,216,233,197,4/12/2024,134.22,0.669789227,-0.197755961,0.8125,-0.103448276,0.704433498,-0.173410405,1.206751055,0.093690249,1.324074074,0.139442231,1.227467811,0.102119461,1.45177665,0.18426501,1.459183673,0.186721992,1.554347826,0.217021277,1.493006993,0.197755961,1.213068182,0.096277279,1.051724138,0.025210084,1.801687764,0.286144578,1.976851852,0.3281493,1.832618026,0.293939394,2.16751269,0.368589744,2.178571429,0.370786517,2.320652174,0.397708674,1.230769231,0.103448276,0.824355972,-0.096277279,0.866995074,-0.071240106,1.485232068,0.19524618,1.62962963,0.23943662,1.510729614,0.203418803,1.78680203,0.282331512,1.795918367,0.284671533,1.913043478,0.313432836,1.41958042,0.173410405,0.950819672,-0.025210084,1.153409091,0.071240106,1.713080169,0.262830482,1.87962963,0.305466238,1.74248927,0.270735524,2.060913706,0.346600332,2.071428571,0.348837209,2.206521739,0.376271186,0.828671329,-0.093690249,0.555035129,-0.286144578,0.673295455,-0.19524618,0.583743842,-0.262830482,1.097222222,0.046357616,1.017167382,0.008510638,1.203045685,0.092165899,1.209183673,0.094688222,1.288043478,0.125890736,0.755244755,-0.139442231,0.505854801,-0.3281493,0.613636364,-0.23943662,0.532019704,-0.305466238,0.911392405,-0.046357616,0.927038627,-0.037861915,1.096446701,0.046004843,1.102040816,0.048543689,1.173913043,0.08,0.814685315,-0.102119461,0.545667447,-0.293939394,0.661931818,-0.203418803,0.573891626,-0.270735524,0.983122363,-0.008510638,1.078703704,0.037861915,1.182741117,0.08372093,1.18877551,0.086247086,1.266304348,0.117505995,0.688811189,-0.18426501,0.461358314,-0.368589744,0.559659091,-0.282331512,0.485221675,-0.346600332,0.831223629,-0.092165899,0.912037037,-0.046004843,0.845493562,-0.08372093,1.005102041,0.002544529,1.070652174,0.034120735,0.685314685,-0.186721992,0.459016393,-0.370786517,0.556818182,-0.284671533,0.482758621,-0.348837209,0.827004219,-0.094688222,0.907407407,-0.048543689,0.841201717,-0.086247086,0.994923858,-0.002544529,1.065217391,0.031578947,0.643356643,-0.217021277,0.430913349,-0.397708674,0.522727273,-0.313432836,0.45320197,-0.376271186,0.776371308,-0.125890736,0.851851852,-0.08,0.789699571,-0.117505995,0.934010152,-0.034120735,0.93877551,-0.031578947
108,105,58,102,119,150,81,75,50,48,9/9/2024,164.32,0.568627451,-0.275,0.487394958,-0.344632768,0.386666667,-0.442307692,0.716049383,-0.165467626,0.773333333,-0.127819549,1.16,0.074074074,1.208333333,0.094339623,0.537037037,-0.301204819,0.552380952,-0.288343558,1.75862069,0.275,0.857142857,-0.076923077,0.68,-0.19047619,1.259259259,0.114754098,1.36,0.152542373,2.04,0.342105263,2.125,0.36,0.944444444,-0.028571429,0.971428571,-0.014492754,2.051724138,0.344632768,1.166666667,0.076923077,0.793333333,-0.115241636,1.469135802,0.19,1.586666667,0.226804124,2.38,0.408284024,2.479166667,0.425149701,1.101851852,0.04845815,1.133333333,0.0625,2.586206897,0.442307692,1.470588235,0.19047619,1.260504202,0.115241636,1.851851852,0.298701299,2.0,0.333333333,3.0,0.5,3.125,0.515151515,1.388888889,0.162790698,1.428571429,0.176470588,1.396551724,0.165467626,0.794117647,-0.114754098,0.680672269,-0.19,0.54,-0.298701299,1.08,0.038461538,1.62,0.236641221,1.6875,0.255813953,0.75,-0.142857143,0.771428571,-0.129032258,1.293103448,0.127819549,0.735294118,-0.152542373,0.630252101,-0.226804124,0.5,-0.333333333,0.925925926,-0.038461538,1.5,0.2,1.5625,0.219512195,0.694444444,-0.180327869,0.714285714,-0.166666667,0.862068966,-0.074074074,0.490196078,-0.342105263,0.420168067,-0.408284024,0.333333333,-0.5,0.617283951,-0.236641221,0.666666667,-0.2,1.041666667,0.020408163,0.462962963,-0.367088608,0.476190476,-0.35483871,0.827586207,-0.094339623,0.470588235,-0.36,0.403361345,-0.425149701,0.32,-0.515151515,0.592592593,-0.255813953,0.64,-0.219512195,0.96,-0.020408163,0.444444444,-0.384615385,0.457142857,-0.37254902,1.862068966,0.301204819,1.058823529,0.028571429,0.907563025,-0.04845815,0.72,-0.162790698,1.333333333,0.142857143,1.44,0.180327869,2.16,0.367088608,2.25,0.384615385,1.028571429,0.014084507,1.810344828,0.288343558,1.029411765,0.014492754,0.882352941,-0.0625,0.7,-0.176470588,1.296296296,0.129032258,1.4,0.166666667,2.1,0.35483871,2.1875,0.37254902,0.972222222,-0.014084507
528,437,809,1081,751,678,552,543,530,528,4/17/2025,23.93,0.748381129,-0.143915344,1.07723036,0.037179487,1.193215339,0.088096839,1.46557971,0.188831741,1.489871087,0.196745562,1.526415094,0.208364451,1.53219697,0.210172027,1.53219697,0.210172027,1.851258581,0.298555377,1.336217553,0.143915344,1.439414115,0.180131004,1.59439528,0.229107447,1.958333333,0.323943662,1.990791897,0.331280788,2.039622642,0.342023588,2.047348485,0.343691734,2.047348485,0.343691734,2.473684211,0.424242424,0.928306551,-0.037179487,0.694727105,-0.180131004,1.107669617,0.051084675,1.360507246,0.152724482,1.38305709,0.160741886,1.416981132,0.172521468,1.422348485,0.174354965,1.422348485,0.174354965,1.718535469,0.264309764,0.838071693,-0.088096839,0.62719704,-0.229107447,0.902796272,-0.051084675,1.22826087,0.102439024,1.248618785,0.110565111,1.279245283,0.122516556,1.284090909,0.124378109,1.284090909,0.124378109,1.551487414,0.216143498,0.682323857,-0.188831741,0.510638298,-0.323943662,0.735019973,-0.152724482,0.814159292,-0.102439024,1.016574586,0.008219178,1.041509434,0.020332717,1.045454545,0.022222222,1.045454545,0.022222222,1.263157895,0.11627907,0.671199011,-0.196745562,0.502312673,-0.331280788,0.723035952,-0.160741886,0.800884956,-0.110565111,0.983695652,-0.008219178,1.024528302,0.012115564,1.028409091,0.014005602,1.028409091,0.014005602,1.242562929,0.108163265,0.65512979,-0.208364451,0.490286772,-0.342023588,0.705725699,-0.172521468,0.781710914,-0.122516556,0.960144928,-0.020332717,0.976058932,-0.012115564,1.003787879,0.001890359,1.003787879,0.001890359,1.212814645,0.096173733,0.652657602,-0.210172027,0.488436633,-0.343691734,0.703062583,-0.174354965,0.778761062,-0.124378109,0.956521739,-0.022222222,0.972375691,-0.014005602,0.996226415,-0.001890359,1.0,0.0,1.208237986,0.094300518,0.652657602,-0.210172027,0.488436633,-0.343691734,0.703062583,-0.174354965,0.778761062,-0.124378109,0.956521739,-0.022222222,0.972375691,-0.014005602,0.996226415,-0.001890359,1.0,0.0,1.208237986,0.094300518,0.540173053,-0.298555377,0.404255319,-0.424242424,0.581890812,-0.264309764,0.644542773,-0.216143498,0.791666667,-0.11627907,0.804788214,-0.108163265,0.824528302,-0.096173733,0.827651515,-0.094300518,0.827651515,-0.094300518
27,36,35,28,28,28,17,37,17,23,10/16/2025,31.37,1.25,0.111111111,1.25,0.111111111,1.25,0.111111111,2.058823529,0.346153846,0.945945946,-0.027777778,2.058823529,0.346153846,1.52173913,0.206896552,1.296296296,0.129032258,0.972222222,-0.014084507,0.8,-0.111111111,1.0,0.0,1.0,0.0,1.647058824,0.244444444,0.756756757,-0.138461538,1.647058824,0.244444444,1.217391304,0.098039216,1.037037037,0.018181818,0.777777778,-0.125,0.8,-0.111111111,1.0,0.0,1.0,0.0,1.647058824,0.244444444,0.756756757,-0.138461538,1.647058824,0.244444444,1.217391304,0.098039216,1.037037037,0.018181818,0.777777778,-0.125,0.8,-0.111111111,1.0,0.0,1.0,0.0,1.647058824,0.244444444,0.756756757,-0.138461538,1.647058824,0.244444444,1.217391304,0.098039216,1.037037037,0.018181818,0.777777778,-0.125,0.485714286,-0.346153846,0.607142857,-0.244444444,0.607142857,-0.244444444,0.607142857,-0.244444444,0.459459459,-0.37037037,1.0,0.0,0.739130435,-0.15,0.62962963,-0.227272727,0.472222222,-0.358490566,1.057142857,0.027777778,1.321428571,0.138461538,1.321428571,0.138461538,1.321428571,0.138461538,2.176470588,0.37037037,2.176470588,0.37037037,1.608695652,0.233333333,1.37037037,0.15625,1.027777778,0.01369863,0.485714286,-0.346153846,0.607142857,-0.244444444,0.607142857,-0.244444444,0.607142857,-0.244444444,1.0,0.0,0.459459459,-0.37037037,0.739130435,-0.15,0.62962963,-0.227272727,0.472222222,-0.358490566,0.657142857,-0.206896552,0.821428571,-0.098039216,0.821428571,-0.098039216,0.821428571,-0.098039216,1.352941176,0.15,0.621621622,-0.233333333,1.352941176,0.15,0.851851852,-0.08,0.638888889,-0.220338983,0.771428571,-0.129032258,0.964285714,-0.018181818,0.964285714,-0.018181818,0.964285714,-0.018181818,1.588235294,0.227272727,0.72972973,-0.15625,1.588235294,0.227272727,1.173913043,0.08,0.75,-0.142857143,1.028571429,0.014084507,1.285714286,0.125,1.285714286,0.125,1.285714286,0.125,2.117647059,0.358490566,0.972972973,-0.01369863,2.117647059,0.358490566,1.565217391,0.220338983,1.333333333,0.142857143
476,448,675,837,627,621,523,502,440,515,7/11/2025,18.91,0.806451613,-0.107142857,1.076555024,0.036866359,1.086956522,0.041666667,1.290630975,0.12687813,1.344621514,0.146983857,1.534090909,0.210762332,1.310679612,0.134453782,1.418067227,0.172893136,1.506696429,0.202137133,1.24,0.107142857,1.33492823,0.143442623,1.347826087,0.148148148,1.600382409,0.230882353,1.667330677,0.250186706,1.902272727,0.310884886,1.625242718,0.23816568,1.758403361,0.274942879,1.868303571,0.302723735,0.928888889,-0.036866359,0.749103943,-0.143442623,1.009661836,0.004807692,1.198852772,0.090434783,1.249003984,0.110717449,1.425,0.175257732,1.217475728,0.098073555,1.317226891,0.136899365,1.399553571,0.166511628,0.92,-0.041666667,0.741935484,-0.148148148,0.990430622,-0.004807692,1.187380497,0.085664336,1.237051793,0.105966162,1.411363636,0.170593779,1.205825243,0.093309859,1.304621849,0.132178669,1.386160714,0.161833489,0.774814815,-0.12687813,0.624850657,-0.230882353,0.834130781,-0.090434783,0.842190016,-0.085664336,1.041832669,0.020487805,1.188636364,0.086188993,1.015533981,0.007707129,1.098739496,0.047047047,1.167410714,0.077239959,0.743703704,-0.146983857,0.599761051,-0.250186706,0.800637959,-0.110717449,0.808373591,-0.105966162,0.959847036,-0.020487805,1.140909091,0.06581741,0.974757282,-0.012782694,1.054621849,0.026584867,1.120535714,0.056842105,0.651851852,-0.210762332,0.525686977,-0.310884886,0.701754386,-0.175257732,0.708534622,-0.170593779,0.841300191,-0.086188993,0.876494024,-0.06581741,0.854368932,-0.078534031,0.924369748,-0.03930131,0.982142857,-0.009009009,0.762962963,-0.134453782,0.615292712,-0.23816568,0.821371611,-0.098073555,0.829307568,-0.093309859,0.984703633,-0.007707129,1.025896414,0.012782694,1.170454545,0.078534031,1.081932773,0.039354188,1.149553571,0.069574247,0.705185185,-0.172893136,0.56869773,-0.274942879,0.759170654,-0.136899365,0.766505636,-0.132178669,0.910133843,-0.047047047,0.948207171,-0.026584867,1.081818182,0.03930131,0.924271845,-0.039354188,1.0625,0.03030303,0.663703704,-0.202137133,0.535244922,-0.302723735,0.714513557,-0.166511628,0.721417069,-0.161833489,0.856596558,-0.077239959,0.892430279,-0.056842105,1.018181818,0.009009009,0.869902913,-0.069574247,0.941176471,-0.03030303
558,473,649,658,643,644,592,611,589,602,4/17/2025,123.34,0.986322188,-0.006885998,1.00933126,0.004643963,1.007763975,0.003866976,1.096283784,0.045930701,1.062193126,0.03015873,1.101867572,0.048465267,1.07807309,0.037569944,1.163082437,0.075393538,1.372093023,0.156862745,1.013867488,0.006885998,1.023328149,0.011529593,1.02173913,0.010752688,1.111486486,0.0528,1.076923077,0.037037037,1.117147708,0.055332799,1.093023256,0.044444444,1.17921147,0.082236842,1.391120507,0.16357206,0.990755008,-0.004643963,0.977203647,-0.011529593,0.998447205,-0.000777001,1.086148649,0.041295547,1.052373159,0.025518341,1.091680815,0.043831169,1.068106312,0.032931727,1.152329749,0.070774355,1.359408034,0.152329749,0.99229584,-0.003866976,0.978723404,-0.010752688,1.00155521,0.000777001,1.087837838,0.042071197,1.05400982,0.026294821,1.093378608,0.04460665,1.069767442,0.033707865,1.154121864,0.071547421,1.361522199,0.15308863,0.912172573,-0.045930701,0.899696049,-0.0528,0.920684292,-0.041295547,0.919254658,-0.042071197,0.968903437,-0.015793849,1.005093379,0.00254022,0.983388704,-0.008375209,1.0609319,0.029565217,1.251585624,0.111737089,0.941448382,-0.03015873,0.928571429,-0.037037037,0.950233281,-0.025518341,0.948757764,-0.026294821,1.032094595,0.015793849,1.037351443,0.018333333,1.014950166,0.007419621,1.094982079,0.045337896,1.291754757,0.127306273,0.907550077,-0.048465267,0.895136778,-0.055332799,0.916018663,-0.043831169,0.914596273,-0.04460665,0.994932432,-0.00254022,0.963993453,-0.018333333,0.978405316,-0.010915197,1.055555556,0.027027027,1.245243129,0.109227872,0.927580894,-0.037569944,0.914893617,-0.044444444,0.936236392,-0.032931727,0.934782609,-0.033707865,1.016891892,0.008375209,0.985270049,-0.007419621,1.022071307,0.010915197,1.078853047,0.037931034,1.272727273,0.12,0.859784284,-0.075393538,0.848024316,-0.082236842,0.867807154,-0.070774355,0.866459627,-0.071547421,0.942567568,-0.029565217,0.913256956,-0.045337896,0.947368421,-0.027027027,0.926910299,-0.037931034,1.179704017,0.082444229,0.728813559,-0.156862745,0.718844985,-0.16357206,0.735614308,-0.152329749,0.73447205,-0.15308863,0.798986486,-0.111737089,0.774140753,-0.127306273,0.803056027,-0.109227872,0.785714286,-0.12,0.847670251,-0.082444229
100,76,92,91,101,96,109,81,55,103,10/24/2025,158.69,1.010989011,0.005464481,0.910891089,-0.046632124,0.958333333,-0.021276596,0.844036697,-0.084577114,1.135802469,0.063583815,1.672727273,0.25170068,0.893203883,-0.056410256,0.92,-0.041666667,1.210526316,0.095238095,0.989130435,-0.005464481,0.900990099,-0.052083333,0.947916667,-0.026737968,0.834862385,-0.09,1.12345679,0.058139535,1.654545455,0.246575342,0.883495146,-0.06185567,0.91,-0.047120419,1.197368421,0.089820359,1.097826087,0.046632124,1.10989011,0.052083333,1.052083333,0.025380711,0.926605505,-0.038095238,1.24691358,0.10989011,1.836363636,0.294871795,0.980582524,-0.009803922,1.01,0.004975124,1.328947368,0.141242938,1.043478261,0.021276596,1.054945055,0.026737968,0.95049505,-0.025380711,0.880733945,-0.063414634,1.185185185,0.084745763,1.745454545,0.271523179,0.932038835,-0.035175879,0.96,-0.020408163,1.263157895,0.11627907,1.184782609,0.084577114,1.197802198,0.09,1.079207921,0.038095238,1.135416667,0.063414634,1.345679012,0.147368421,1.981818182,0.329268293,1.058252427,0.028301887,1.09,0.043062201,1.434210526,0.178378378,0.880434783,-0.063583815,0.89010989,-0.058139535,0.801980198,-0.10989011,0.84375,-0.084745763,0.743119266,-0.147368421,1.472727273,0.191176471,0.786407767,-0.119565217,0.81,-0.104972376,1.065789474,0.031847134,0.597826087,-0.25170068,0.604395604,-0.246575342,0.544554455,-0.294871795,0.572916667,-0.271523179,0.504587156,-0.329268293,0.679012346,-0.191176471,0.533980583,-0.303797468,0.55,-0.290322581,0.723684211,-0.160305344,1.119565217,0.056410256,1.131868132,0.06185567,1.01980198,0.009803922,1.072916667,0.035175879,0.944954128,-0.028301887,1.271604938,0.119565217,1.872727273,0.303797468,1.03,0.014778325,1.355263158,0.150837989,1.086956522,0.041666667,1.098901099,0.047120419,0.99009901,-0.004975124,1.041666667,0.020408163,0.917431193,-0.043062201,1.234567901,0.104972376,1.818181818,0.290322581,0.970873786,-0.014778325,1.315789474,0.136363636,0.826086957,-0.095238095,0.835164835,-0.089820359,0.752475248,-0.141242938,0.791666667,-0.11627907,0.697247706,-0.178378378,0.938271605,-0.031847134,1.381818182,0.160305344,0.737864078,-0.150837989,0.76,-0.136363636
